,category,transit_period,transit_duration,transit_depth,transit_depth.1,planet_radius,star_temperature,star_radius,star_surface_gravity,star_brightness
2442,CANDIDATE,31.6084371,3.675,331.6,331.6,1.89,6341.0,1.033,4.446,0.3546823656370558
2443,CANDIDATE,16.1558656,3.798,731.3,731.3,2.04,4504.0,0.53,4.713,1.0872973090127438
2455,CANDIDATE,3.375716723,1.5436,175.7,175.7,2.34,6310.0,1.282,4.273,-0.2559503851962759
2461,CANDIDATE,75.8580035,5.382,1148.4,1148.4,2.72,4474.0,0.614,4.67,0.8180703396736972
2465,CANDIDATE,10.16435076,6.017,37.7,37.7,1.99,6133.0,2.71,3.718,-1.6980830520579735
2486,CANDIDATE,237.787237,10.509,1627.7,1627.7,9.91,5185.0,1.853,3.936,-0.580755039894856
2494,CANDIDATE,0.698461304,0.7887,134.4,134.4,14.81,4676.0,12.558,2.577,-0.4898097365792538
2503,CANDIDATE,110.7556272,6.819,8067.0,8067.0,29.64,6525.0,2.668,3.772,-0.5843639805026186
2505,CANDIDATE,14.4079035,2.524,3058.0,3058.0,23.4,5440.0,0.728,4.617,0.2413616305533288
2512,CANDIDATE,7.0956395,3.465,108.1,108.1,1.2,5480.0,1.174,4.26,0.5430690653622321
2517,CANDIDATE,79.2450351,5.382,1347.3,1347.3,3.33,5648.0,0.917,4.464,0.7487786800046666
2524,CANDIDATE,126.4451275,16.7151,3252.5,3252.5,4.49,5613.0,0.795,4.581,0.8916927280720424
2542,CANDIDATE,5.77207177,2.605,328.5,328.5,1.54,5591.0,0.86,4.559,1.0382157167471795
2543,CANDIDATE,46.151253,5.346,649.0,649.0,2.08,5204.0,0.769,4.525,0.7227943076287805
2548,CANDIDATE,165.3447044,3.09,4899.0,4899.0,6.98,5594.0,0.812,4.52,0.9263385579065576
2565,CANDIDATE,97.4463194,6.765,2141.1,2141.1,3.05,4735.0,0.686,4.627,0.517084692986346
2570,CANDIDATE,174.636181,15.679,2500.9,2500.9,11.12,5974.0,2.232,3.859,1.1840169173007646
2576,CANDIDATE,1.791877025,1.166,46.1,46.1,1.48,6002.0,2.139,3.841,-1.202214612551474
2580,CANDIDATE,145.881936,11.342,156.9,156.9,1.8,6052.0,1.424,4.183,-0.3959772807774424
2588,CANDIDATE,2.50343279,1.534,1156.0,1156.0,20.23,5174.0,0.84,4.483,0.9645933283488356
2589,CANDIDATE,96.4562198,11.195,950.5,950.5,9.1,7029.0,2.704,3.806,-0.9142211520520668
2590,CANDIDATE,44.5643831,7.874,360.5,360.5,5.8,7029.0,2.704,3.806,-0.9142211520520668
2595,CANDIDATE,253.374581,22.889,1104.0,1104.0,19.25,5177.0,5.949,3.216,-1.711797026367469
2604,CANDIDATE,21.1181653,9.734,112.7,112.7,2.89,6461.0,2.566,3.779,-1.490929861172435
2605,CANDIDATE,5.06092282,2.586,71.6,71.6,0.98,5637.0,0.911,4.492,-0.6630388857518303
2609,CANDIDATE,0.910020582,1.7956,358.1,358.1,1.12,4297.0,0.533,4.725,0.8057999416073067
2611,CANDIDATE,1.07808492,0.8551,155.6,155.6,1.01,4906.0,0.814,4.511,0.0168855247505319
2628,CANDIDATE,11.1916199,2.1,166.4,166.4,1.47,5646.0,0.956,4.464,0.1901146739231084
2632,CANDIDATE,174.731515,8.257,1179.9,1179.9,3.0,5201.0,0.897,4.447,1.04110286923339
2637,CANDIDATE,0.858546796,1.1,106.1,106.1,0.88,5269.0,0.864,4.491,0.7090803333192848
2638,CANDIDATE,5.518195,1.81,27.1,27.1,0.46,5767.0,0.881,4.538,-1.2383040186290948
2644,CANDIDATE,75.1122132,4.9458,3751.5,3751.5,23.23,6201.0,3.354,3.616,-1.840997100125349
2649,CANDIDATE,3.76562031,1.288,232.6,232.6,19.39,5743.0,0.853,4.553,0.3128186545870167
2653,CANDIDATE,2.46288834,1.724,47.4,47.4,0.67,5893.0,0.967,4.395,-0.6904668343708218
2672,CANDIDATE,10.9192653,4.572,91.1,91.1,1.9,5745.0,1.972,3.939,-0.5273427188999784
2700,CANDIDATE,4.21223579,7.898,116.4,116.4,1.04,5116.0,0.7,4.591,0.7307339769658563
2709,CANDIDATE,1.951082219,1.6975,1151.8,1151.8,10.35,5302.0,2.426,3.768,-0.8095618744269675
2713,CANDIDATE,23.1375919,3.35,114.0,114.0,1.83,6078.0,1.683,4.094,-0.6825271650337447
2716,CANDIDATE,18.9763286,2.379,329.8,329.8,2.24,5300.0,0.986,4.385,0.493265684975117
2717,CANDIDATE,6.34724702,3.097,159.8,159.8,1.35,5300.0,0.986,4.385,0.493265684975117
2722,CANDIDATE,10.76800074,3.494,65.1,65.1,0.92,5874.0,1.096,4.338,-1.0116625484616406
2723,CANDIDATE,4.32848303,2.955,35.5,35.5,0.66,5874.0,1.096,4.338,-1.0116625484616406
2727,CANDIDATE,46.15119482,6.3427,1817.3,1817.3,10.02,5877.0,1.963,3.927,-1.121374342937605
2730,CANDIDATE,4.780327581,2.0253,960.8,960.8,7.14,5937.0,1.787,4.012,-1.876364718081418
2736,CANDIDATE,7.64809462,2.216,195.9,195.9,1.19,5641.0,0.85,4.554,0.7235160957503325
2739,CANDIDATE,31.0209175,2.012,859.5,859.5,1.66,3720.0,0.48,4.764,0.9436614728238149
2740,CANDIDATE,2.118893997,0.822,311.4,311.4,1.41,5504.0,0.796,4.583,1.1479275112231453
2742,CANDIDATE,7.49133777,6.315,34.5,34.5,1.01,6177.0,1.71,3.993,-1.4346303876913482
2758,CANDIDATE,5.4654174,3.209,219.5,219.5,1.23,5612.0,0.829,4.566,1.15225823995246
2761,CANDIDATE,6.06664931,1.962,65.3,65.3,0.87,5569.0,0.892,4.521,-0.7951261119959198
2762,CANDIDATE,2.184437698,1.0422,1546.8,1546.8,0.94,3421.0,0.25,5.014,1.935398351836816
2765,CANDIDATE,15.2311195,3.91,269.1,269.1,1.94,5836.0,1.186,4.316,0.5517305228208612
2777,CANDIDATE,4.8099878,1.97,288.2,288.2,1.59,5988.0,0.934,4.507,1.0122313443712934
2778,CANDIDATE,5.08288076,2.515,108.0,108.0,1.15,6217.0,1.083,4.375,-0.0415793130952122
2779,CANDIDATE,31.0259489,5.692,385.4,385.4,1.91,6075.0,0.969,4.486,1.2229934758645944
2780,CANDIDATE,3.08942807,3.214,85.3,85.3,1.07,6137.0,1.103,4.418,0.4073728985103814
2786,CANDIDATE,21.2360024,4.019,104.4,104.4,2.62,6035.0,2.559,3.745,-0.6449941827130201
2796,CANDIDATE,14.591504451,1.1295,1490.5,1490.5,36.85,5940.0,1.312,4.199,-0.6883014700061645
2802,CANDIDATE,1.242639742,1.763,159.3,159.3,1.02,5520.0,0.818,4.572,0.7689887474081342
2807,CANDIDATE,0.536650319,2.383,41.9,41.9,1.35,6020.0,2.0,3.922,-1.166125206473855
2815,CANDIDATE,6.09595681,5.502,65.7,65.7,1.26,6313.0,1.467,4.228,-1.0989989111694802
2816,CANDIDATE,13.2511214,4.996,266.5,266.5,1.98,5850.0,1.217,4.297,0.5921506576277964
2818,CANDIDATE,11.682369,2.71,234.5,234.5,1.45,6089.0,0.889,4.527,0.7300121888443043
2819,CANDIDATE,10.12956201,3.044,81.3,81.3,0.78,5383.0,0.842,4.528,-0.499192982159435
2836,CANDIDATE,21.61313362,1.52,818.1,818.1,1.94,5267.0,0.632,4.681,1.152980028074012
2845,CANDIDATE,27.9430245,6.125,308.6,308.6,2.21,6468.0,1.25,4.363,0.7061931808330755
2848,CANDIDATE,0.977311489,1.403,250.7,250.7,1.06,4805.0,0.688,4.633,1.0281106830454465
2864,CANDIDATE,0.896382269,1.113,136.4,136.4,1.0,5837.0,0.843,4.502,0.244248783039538
2875,CANDIDATE,11.45541896,4.95,68.6,68.6,1.12,6231.0,1.356,4.276,-0.8651395597865024
2878,CANDIDATE,44.433726,6.118,239.6,239.6,1.85,5596.0,1.145,4.298,0.7935295435409163
2885,CANDIDATE,3.91679553,2.072,161.3,161.3,0.85,4889.0,0.686,4.637,0.5134757523785847
2886,CANDIDATE,43.1024434,7.124,299.8,299.8,1.88,5741.0,1.097,4.365,0.4687248888423349
2890,CANDIDATE,31.4452709,1.758,531.1,531.1,4.55,6172.0,1.471,4.198,0.3907717717146751
2896,CANDIDATE,8.85686712,0.606,319.2,319.2,1.88,5017.0,0.797,4.516,0.2341437493378049
2897,CANDIDATE,12.99065074,2.3748,392.3,392.3,2.02,5787.0,1.027,4.402,-0.6334455727681817
2903,CANDIDATE,82.6595174,3.48,1270.7,1270.7,2.03,3952.0,0.553,4.716,1.2489778482404803
2907,CANDIDATE,24.3367026,2.539,551.1,551.1,1.95,5141.0,0.806,4.505,0.9501575659177866
2908,CANDIDATE,7.40985182,1.131,201.1,201.1,1.18,5462.0,0.836,4.56,0.1330934123204683
2911,CANDIDATE,15.5943758,7.367,95.4,95.4,1.08,6249.0,1.076,4.428,0.1381459291713348
2917,CANDIDATE,75.731195,4.859,2496.0,2496.0,3.47,3891.0,0.564,4.718,1.4539656747613632
2921,CANDIDATE,152.1060435,7.4517,3688.3,3688.3,11.58,6200.0,1.64,4.072,-0.6428288183483628
2935,CANDIDATE,7.25101997,2.799,122.8,122.8,0.91,5382.0,0.827,4.571,0.1533034797239358
2938,CANDIDATE,57.3840375,4.336,241.7,241.7,1.62,5250.0,0.79,4.541,-1.119930766694501
2947,CANDIDATE,2.5738437,1.92,46.6,46.6,0.57,5115.0,0.854,4.477,-0.4566074829878438
2954,CANDIDATE,10.18318233,3.137,51.5,51.5,0.79,5843.0,1.084,4.421,-1.0159932771909552
2955,CANDIDATE,6.2321233,2.85,31.7,31.7,0.61,5843.0,1.084,4.421,-1.0159932771909552
2956,CANDIDATE,8.2942929,3.976,36.8,36.8,0.65,5843.0,1.084,4.421,-1.0159932771909552
2961,CANDIDATE,12.82993461,2.942,1417.4,1417.4,3.31,5862.0,0.844,4.555,0.1020565230937155
2972,CANDIDATE,809.0141881,8.3017,16311.0,16311.0,14.38,6230.0,1.047,4.397,0.3431337556922174
2982,CANDIDATE,2.47240869,1.87,47.5,47.5,0.36,4729.0,0.525,4.726,-0.312971646798916
2984,CANDIDATE,11.53029332,1.8385,1209.3,1209.3,3.98,5770.0,1.152,4.289,0.1980543432601843
2988,CANDIDATE,7.9069765,4.634,126.1,126.1,1.13,6347.0,0.996,4.464,0.7993038485133349
2994,CANDIDATE,13.9509565,5.231,35.7,35.7,0.75,5888.0,1.227,4.275,-1.345850448740402
2996,CANDIDATE,16.30141333,3.5764,942.3,942.3,3.84,6072.0,1.138,4.328,0.3380812388413508
3013,CANDIDATE,3.687469832,1.0668,5057.6,5057.6,5.78,4004.0,0.606,4.659,0.1107179805523434
3018,CANDIDATE,84.799829,15.21,56.1,56.1,1.16,5619.0,1.406,4.07,-2.0366016810660508
3023,CANDIDATE,9.340538,2.57,200.8,200.8,0.84,4200.0,0.607,4.664,0.4564544907759444
3036,CANDIDATE,11.505879,5.583,49.8,49.8,0.99,6336.0,1.403,4.266,-0.9957832097874876
3068,CANDIDATE,934.09418462,17.489,8709.6,8709.6,7.89,5937.0,0.832,4.559,0.194445402652423
3069,CANDIDATE,199.83920527,4.378,44490.0,44490.0,21.48,5457.0,0.869,4.548,0.3431337556922174
3071,CANDIDATE,15.84132627,1.8215,31083.0,31083.0,16.84,5119.0,0.702,4.575,0.1677392421549836
3093,CANDIDATE,20.605501,3.793,37.1,37.1,0.85,6099.0,1.308,4.193,-2.320986200957697
3099,CANDIDATE,9.5539134,5.261,26.8,26.8,0.68,6175.0,1.307,4.299,-1.840997100125349
3105,CANDIDATE,6.77067637,5.982,65.8,65.8,1.9,6337.0,2.335,3.893,-1.6959176876933175
3111,CANDIDATE,0.589376952,1.71,80.7,80.7,0.93,5714.0,1.015,4.428,0.7956949079055736
3117,CANDIDATE,1.74610057,1.299,54.2,54.2,1.24,4854.0,1.749,3.939,-0.2747168763566381
3144,CANDIDATE,24.7962801,8.33,574.4,574.4,2.7,5770.0,1.141,4.333,0.2507448761335099
3151,CANDIDATE,6.93650854,3.674,88.7,88.7,1.51,6615.0,1.574,4.173,-1.4837119799569112
3163,CANDIDATE,18.3848331,3.545,151.8,151.8,1.15,5083.0,0.872,4.468,0.3034354090068355
3169,CANDIDATE,2.2165905,1.0,28.7,28.7,0.48,5397.0,0.831,4.543,-1.779645109793396
3174,CANDIDATE,3.65849707,2.573,4398.0,4398.0,14.61,5857.0,1.822,3.972,0.2023850719894989
3187,CANDIDATE,2.433703498,0.975,258.3,258.3,1.66,5251.0,0.778,4.592,0.8260100090107744
3193,CANDIDATE,7.9788198,2.874,83.8,83.8,0.99,5553.0,1.098,4.33,0.3532387893939505
3199,CANDIDATE,10.52286678,1.911,130.2,130.2,23.26,5548.0,1.614,4.038,-0.5540488793974179
3209,CANDIDATE,53.71798494,4.104,3153.5,3153.5,155.12,4959.0,21.449,2.332,0.3200365358025405
3213,CANDIDATE,105.8817667,18.044,1556.3,1556.3,10.16,5903.0,2.499,3.757,-2.5187561462630543
3228,CANDIDATE,4.57797412,2.862,125.4,125.4,0.96,5795.0,0.848,4.554,0.7487786800046666
3234,CANDIDATE,3.01609637,1.57,196.3,196.3,0.96,4245.0,0.637,4.641,1.016562073100608
3240,CANDIDATE,21.9424316,7.447,72.7,72.7,1.23,6052.0,1.424,4.183,-0.3959772807774424
3246,CANDIDATE,330.025002,6.659,259.2,259.2,5.92,6126.0,3.466,3.578,-1.1524112321643591
3260,CANDIDATE,9.391039263,2.8386,2895.6,2895.6,11.73,5944.0,1.498,4.132,0.2875560703326825
3263,CANDIDATE,77.4794704,10.1151,1237.0,1237.0,10.33,6711.0,2.909,3.73,-2.974926239084172
3276,CANDIDATE,11.1438086,7.905,41.7,41.7,0.75,6095.0,1.11,4.349,-0.5114633802258267
3282,CANDIDATE,32.526674,6.842,204.9,204.9,1.26,5668.0,0.868,4.545,0.6968099352528943
3283,CANDIDATE,10.32906563,1.44,2309.8,2309.8,6.17,6228.0,1.049,4.441,0.3222019001671978
3303,CANDIDATE,166.7876551,5.8676,4764.2,4764.2,7.03,5663.0,1.031,4.377,-0.1115927608857961
3306,CANDIDATE,49.537365,9.862,201.7,201.7,1.48,6118.0,1.023,4.416,0.8563251101159751
3324,CANDIDATE,24.0721647,3.171,177.3,177.3,1.1,4352.0,0.613,4.671,0.5834892001691673
3326,CANDIDATE,19.193103549,2.5425,6807.3,6807.3,12.23,5883.0,0.892,4.53,0.4203650846983239
3330,CANDIDATE,80.881757,12.568,142.7,142.7,2.27,5934.0,1.885,3.945,-0.4089694669653848
3332,CANDIDATE,9.250572762,3.6373,1039.5,1039.5,96.08,8133.0,3.294,3.715,-2.1325995012325194
3340,CANDIDATE,7.189379172,2.0351,8126.4,8126.4,11.94,6214.0,1.076,4.442,0.7877552385684965
3342,CANDIDATE,1.8134378,7.776,97.4,97.4,0.69,5094.0,0.7,4.618,-0.2191391909971033
3350,CANDIDATE,562.1725914,9.8841,5877.8,5877.8,10.9,5589.0,1.289,4.229,-0.2516196564669613
3351,CANDIDATE,278.1243979,3.978,2297.8,2297.8,5.86,5799.0,1.05,4.408,-0.3974208570205463
3352,CANDIDATE,4.034914368,1.7874,800.1,800.1,6.95,5548.0,1.793,3.964,-0.312971646798916
3355,CANDIDATE,52.513548727,3.2743,14252.0,14252.0,12.43,5589.0,0.98,4.421,-0.4948622534301204
3356,CANDIDATE,4.17838675,2.123,316.0,316.0,3.13,5746.0,1.687,4.039,-0.3259638329868585
3360,CANDIDATE,16.2982201,2.558,199.0,199.0,0.78,3905.0,0.521,4.736,0.3207583239240925
3363,CANDIDATE,2190.7010353,19.891,1874.2,1874.2,3.12,4965.0,0.736,4.555,-0.9416491006710568
3377,CANDIDATE,3.29534567,1.902,141.9,141.9,1.23,5550.0,0.954,4.5,0.7776502048667633
3389,CANDIDATE,6.0799457,2.706,55.1,55.1,0.86,6008.0,1.168,4.35,-0.1765536918255121
3398,CANDIDATE,70.2780911,2.466,781.6,781.6,2.54,5955.0,0.91,4.52,0.7790937811098674
3399,CANDIDATE,9.9664004,5.0127,1619.0,1619.0,16.89,6638.0,3.079,3.664,-1.2029364006730263
3400,CANDIDATE,14.85185526,3.5263,1341.0,1341.0,2.73,4129.0,0.652,4.636,-0.4919751009439111
3406,CANDIDATE,56.391062,5.7,2042.0,2042.0,3.58,4406.0,0.628,4.643,1.4864461402312223
3410,CANDIDATE,22.34213536,6.461,2264.4,2264.4,5.19,5237.0,0.707,4.568,0.9905777007247216
3419,CANDIDATE,10.47490332,33.7939,1170.2,1170.2,15.45,6526.0,3.232,3.616,-0.7539841890674326
3427,CANDIDATE,61.858947,21.32,70.8,70.8,2.47,5529.0,2.817,3.685,-1.6020852318915049
3463,CANDIDATE,3.07365139,2.102,90.5,90.5,0.79,6068.0,0.831,4.565,0.4542891264112871
3469,CANDIDATE,275.07365,3.37,228.9,228.9,1.86,5604.0,1.187,4.226,-2.9698737222333054
3475,CANDIDATE,4.50158249,1.855,175.7,175.7,0.73,4339.0,0.553,4.711,0.6332925805562822
3480,CANDIDATE,5.06546874,2.203,121.1,121.1,0.62,3939.0,0.557,4.705,0.4694466769638869
3482,CANDIDATE,5.89399142,1.2737,10993.0,10993.0,11.16,5713.0,0.893,4.541,0.0811246675686959
3492,CANDIDATE,7.6720844,3.451,75.1,75.1,0.72,5972.0,0.807,4.57,0.3619002468525797
3498,CANDIDATE,3.251659087,1.5286,4747.9,4747.9,9.83,6367.0,1.087,4.419,-0.1751101155824068
3509,CANDIDATE,66.47762,4.487,553.5,553.5,1.83,5515.0,0.775,4.592,1.2323767214447756
3511,CANDIDATE,26.89316101,2.3266,2193.2,2193.2,6.78,6096.0,0.908,4.511,-0.3685493321584509
3520,CANDIDATE,0.702739679,1.379,65.1,65.1,0.73,5269.0,0.836,4.508,0.5235807860803178
3550,CANDIDATE,17.761998411,2.4644,24177.0,24177.0,14.25,5088.0,0.669,4.612,0.3590130943663704
3551,CANDIDATE,155.042265,9.848,4880.9,4880.9,26.44,4994.0,3.322,3.509,0.4817170750302786
3554,CANDIDATE,25.0032023,5.498,64.1,64.1,1.47,6148.0,1.685,4.055,-1.2375822305075417
3566,CANDIDATE,80.84069,8.567,9326.0,9326.0,15.11,5511.0,1.597,4.069,2.1093492891309444
3583,CANDIDATE,60.458443,8.43,175.2,175.2,1.59,5865.0,1.181,4.297,0.2016632838679469
3588,CANDIDATE,8.0292018,3.462,65.6,65.6,0.99,6063.0,1.191,4.29,-0.5591013962482845
3606,CANDIDATE,2.41750021,4.33,58.2,58.2,1.19,5575.0,1.308,4.189,-0.2234699197264178
3607,CANDIDATE,4.03357434,5.886,66.2,66.2,1.23,5575.0,1.308,4.189,-0.2234699197264178
3609,CANDIDATE,7.66462913,3.614,114.1,114.1,1.6,5640.0,1.515,4.087,0.3041571971283875
3625,CANDIDATE,0.487656278,1.0129,109.8,109.8,0.99,5957.0,0.937,4.506,0.0789593032040387
3628,CANDIDATE,3.25424652,5.378,82.1,82.1,0.96,5692.0,1.004,4.421,0.0681324813807522
3631,CANDIDATE,11.9294568,3.193,132.3,132.3,1.05,5975.0,0.9,4.48,0.3041571971283875
3637,CANDIDATE,9.54699216,5.063,143.0,143.0,1.71,6274.0,1.232,4.357,0.3272544170180644
3638,CANDIDATE,14.708641,5.394,130.6,130.6,1.82,6274.0,1.232,4.357,0.3272544170180644
3651,CANDIDATE,13.6032081,2.592,180.5,180.5,0.75,3780.0,0.511,4.746,0.6087517844235014
3667,CANDIDATE,7.23531329,3.338,112.2,112.2,1.53,6422.0,1.421,4.219,-0.7929607476312625
3675,CANDIDATE,64.1862264,8.485,507.3,507.3,8.0,6951.0,2.758,3.766,-0.9329876432124288
3680,CANDIDATE,4.93211932,3.144,50.5,50.5,1.02,6422.0,1.421,4.219,-0.7929607476312625
3681,CANDIDATE,4.85819429,5.356,76.3,76.3,2.04,6109.0,2.326,3.78,-0.7186165711113652
3684,CANDIDATE,3.39904814,2.922,69.6,69.6,0.81,5766.0,0.929,4.444,0.3886064073500191
3690,CANDIDATE,1.183505016,1.275,116.6,116.6,0.8,4832.0,0.746,4.592,0.8368368308340595
3697,CANDIDATE,15.9042402,2.093,444.8,444.8,3.79,5583.0,1.53,4.077,0.9710894214428062
3700,CANDIDATE,4.16288745,0.678,391.7,391.7,1.32,4478.0,0.651,4.615,1.0057352512773214
3703,CANDIDATE,4.44902309,1.373,88.9,88.9,0.55,4353.0,0.603,4.681,-0.5987997429336663
3704,CANDIDATE,1.121733366,1.032,84.3,84.3,2.39,5023.0,2.571,3.682,-0.28121296945061
3719,CANDIDATE,3.79437277,2.289,83.2,83.2,1.36,5455.0,1.507,4.025,0.3979896529302003
3722,CANDIDATE,363.41165,14.79,961.7,961.7,3.14,6025.0,0.999,4.472,0.8519943813866605
3728,CANDIDATE,215.956008,10.425,392.7,392.7,3.36,6163.0,1.313,4.27,-1.0188804296771643
3731,CANDIDATE,2.00870696,4.87,53.5,53.5,0.55,5341.0,0.759,4.526,-1.393488464762861
3734,CANDIDATE,0.655939788,1.318,73.0,73.0,1.48,4968.0,1.755,3.924,0.1778442758567167
3765,CANDIDATE,110.461746,12.46,331.2,331.2,1.93,6321.0,1.058,4.434,0.597203174478663
3768,CANDIDATE,44.6226725,12.974,131.9,131.9,1.73,6198.0,1.239,4.252,-0.5381695407232648
3775,CANDIDATE,80.769893,4.2,128.5,128.5,1.87,4965.0,1.708,3.961,-0.894011084648599
3784,CANDIDATE,225.26213,14.459,389.2,389.2,2.36,5799.0,1.191,4.276,-0.3057537655833922
3787,CANDIDATE,2.31482311,2.127,58.6,58.6,0.69,5240.0,0.923,4.428,-0.5475527863034461
3792,CANDIDATE,10.778313,5.256,90.7,90.7,1.25,6726.0,1.258,4.262,-0.7222255117191279
3796,CANDIDATE,4.32710895,1.387,108.9,108.9,26.6,5776.0,1.455,4.018,-0.6211751747017912
3797,CANDIDATE,2.90512019,2.293,61.2,61.2,0.57,5374.0,0.721,4.555,-0.298535884367867
3799,CANDIDATE,5.04404366,1.682,236.5,236.5,1.47,6039.0,0.951,4.493,1.0678090297308285
3802,CANDIDATE,1.166960319,1.6823,97.8,97.8,0.88,5632.0,0.904,4.537,0.0912297012704291
3805,CANDIDATE,0.701944362,0.641,210.8,210.8,0.8,4236.0,0.539,4.698,0.8173485515521453
3806,CANDIDATE,3.05772668,1.819,311.0,311.0,1.23,4483.0,0.731,4.57,1.0685308178523802
3807,CANDIDATE,9.9092109,2.552,942.0,942.0,2.35,5396.0,0.702,4.632,1.2237152639861475
3814,CANDIDATE,6.39269778,2.138,174.3,174.3,1.21,5248.0,0.943,4.416,0.4802734987871733
3818,CANDIDATE,7.87845756,3.912,44.1,44.1,0.78,5767.0,1.135,4.287,-0.5843639805026186
3829,CANDIDATE,27.9040511,5.346,300.2,300.2,2.19,6325.0,1.112,4.409,0.6838177490649505
3836,CANDIDATE,0.644322147,0.893,1076.6,1076.6,24.39,5136.0,0.612,4.648,0.5300768791742896
3838,CANDIDATE,17.8075656,1.643,1511.0,1511.0,3.92,6194.0,0.981,4.45,0.94510504906692
3841,CANDIDATE,333.03842,5.948,1260.0,1260.0,3.19,5743.0,0.903,4.534,1.219384535256833
3842,CANDIDATE,3.75030469,3.246,35.5,35.5,0.87,5866.0,1.339,4.191,-0.6868578937630593
3843,CANDIDATE,0.259819659,0.6513,231.5,231.5,1.22,3939.0,0.526,4.736,0.6563898004459592
3845,CANDIDATE,4.72693131,4.036,26.2,26.2,0.61,5950.0,1.196,4.323,-1.0657966575780702
3846,CANDIDATE,10.0989634,6.428,57.0,57.0,1.03,6174.0,1.318,4.244,-0.2198609791186553
3855,CANDIDATE,13.12297275,2.234,43.7,43.7,1.29,6134.0,1.665,4.065,-2.1650799667023777
3860,CANDIDATE,22.7909233,9.565,53.6,53.6,1.38,6311.0,1.642,4.116,-1.895852997363332
3863,CANDIDATE,0.681180633,0.8844,156.4,156.4,2.97,4939.0,2.377,3.635,0.580602047682958
3868,CANDIDATE,369.13236,10.34,215.9,215.9,2.14,6282.0,1.449,4.151,-0.432788474976615
3874,CANDIDATE,9.08745206,3.786,35.1,35.1,0.73,5888.0,1.227,4.275,-1.345850448740402
3881,CANDIDATE,106.957467,7.006,539.6,539.6,2.4,6075.0,0.969,4.486,1.0475989623273607
3884,CANDIDATE,75.8781344,1.383,1054.0,1054.0,3.39,5579.0,0.972,4.413,0.662885893539931
3886,CANDIDATE,147.661729,6.207,1087.8,1087.8,1.59,3788.0,0.49,4.774,0.9963520056971404
3887,CANDIDATE,13.00291716,3.058,225.3,225.3,1.28,5796.0,0.8,4.575,0.2666242148076629
3889,CANDIDATE,42.0292298,8.499,373.7,373.7,2.33,5850.0,1.217,4.297,0.5921506576277964
3891,CANDIDATE,0.505111993,0.4053,212.8,212.8,1.58,5262.0,0.783,4.59,0.9234514054203484
3900,CANDIDATE,2.49385348,1.414,46.9,46.9,0.59,5615.0,0.85,4.477,-0.8911239321623897
3903,CANDIDATE,18.22211768,2.044,2318.0,2318.0,7.45,5162.0,0.958,4.411,1.3132169910586446
3905,CANDIDATE,16.5340022,4.063,89.2,89.2,1.17,6052.0,1.202,4.285,-0.7193383592329172
3911,CANDIDATE,13.9482197,7.686,119.4,119.4,2.53,5529.0,2.346,3.808,0.0291559228169223
3912,CANDIDATE,5.67577999,3.554,51.2,51.2,1.22,6681.0,1.438,4.233,-0.3339035023239356
3914,CANDIDATE,49.564693,8.54,113.5,113.5,1.63,5907.0,1.442,4.212,-1.0354815564728697
3918,CANDIDATE,2.89494709,3.254,45.8,45.8,1.16,7087.0,1.684,4.137,-0.5821986161379613
3924,CANDIDATE,0.762950224,1.133,187.3,187.3,1.0,5385.0,0.731,4.61,0.9321128628789762
3926,CANDIDATE,170.995748,3.88,477.1,477.1,4.9,6127.0,1.983,3.991,-0.2018162760798462
3929,CANDIDATE,19.5650801,4.242,61.7,61.7,0.97,6180.0,1.235,4.294,-1.1480805034350443
3939,CANDIDATE,5.53312006,3.486,53.1,53.1,1.05,6170.0,1.425,4.15,-0.4862007959714925
3940,CANDIDATE,200.721168,9.91,822.5,822.5,3.32,5566.0,1.17,4.275,0.8996323974091183
3949,CANDIDATE,10.8614163,6.02,64.8,64.8,1.01,6339.0,1.017,4.454,-0.5396131169663702
3952,CANDIDATE,7.03965141,3.141,268.7,268.7,2.72,5902.0,1.513,4.128,0.4838824393949359
3953,CANDIDATE,4.72519164,3.751,98.8,98.8,3.98,6655.0,3.831,3.49,-1.376165549845603
3955,CANDIDATE,66.6434565,2.385,277.3,277.3,2.99,5751.0,1.164,4.339,-0.7510970365812233
3960,CANDIDATE,160.850075,9.427,428.1,428.1,3.41,5999.0,1.507,4.168,-0.0336396437581363
3964,CANDIDATE,6.2614227,4.779,51.4,51.4,0.81,6384.0,1.121,4.361,-0.2104777335384741
3965,CANDIDATE,3.70386741,1.41,125.7,125.7,0.86,5496.0,0.776,4.592,-0.1130363371289001
3968,CANDIDATE,19.8751355,8.041,109.0,109.0,2.49,6918.0,2.004,4.021,-0.5208466258060078
3975,CANDIDATE,7.2929891,4.053,72.5,72.5,0.73,5959.0,0.856,4.549,0.4073728985103814
3979,CANDIDATE,145.786556,4.891,378.0,378.0,1.82,5578.0,0.95,4.44,0.1049436755799248
3982,CANDIDATE,2.5093344,1.833,184.3,184.3,1.47,6278.0,1.081,4.425,0.9552100827686532
3990,CANDIDATE,24.5607107,8.679,55.2,55.2,1.13,6170.0,1.499,4.192,-1.05352625951168
3999,CANDIDATE,24.6683831,8.556,109.2,109.2,1.76,6059.0,1.554,4.151,-0.4999147702809883
4002,CANDIDATE,349.41047,15.02,652.8,652.8,2.41,5878.0,0.945,4.512,0.7805373573529726
4007,CANDIDATE,14.8162925,4.973,108.2,108.2,1.57,6356.0,1.325,4.27,-1.2137632224963126
