category,transit_period,transit_duration,transit_depth,transit_depth,planet_radius,star_temperature,star_radius,star_surface_gravity,star_brightness
CANDIDATE,5.88165,3.528,323.0,323.0,2.58,,1.37,,-0.01297258546831422
CANDIDATE,11.55059,,,,1.98,3677.0,0.469901,4.76387,0.6358853929047922
CANDIDATE,0.19785,,,,0.72,3677.0,0.469901,4.76387,0.6358853929047922
CANDIDATE,6.423,4.88496,395.0,395.0,,5053.72,5.86835,,0.9389703696448615
CANDIDATE,3.1393667,3.957,11087.0,11087.0,15.9004,5653.4,1.52,4.08,0.6352755639777501
CANDIDATE,3.1393226,,,,15.43,6283.0,1.5,4.18,0.6352755639777501
CANDIDATE,3.139404,4.3,,,16.419,5716.0,1.53,4.047,0.6352755639777501
CANDIDATE,1.385246,0.8808,1243.0,1243.0,5.01,,1.407,,-0.2599533009204831
CANDIDATE,1.38521606684,0.7629247,1913.3335000000002,1913.3335000000002,6.52719853,6294.0,1.451,4.20464,-0.2599533009204831
CANDIDATE,13.8240078,3.512,1140.0,1140.0,2.38171,5129.0,0.71,4.67,-0.10139777988946097
CANDIDATE,13.8253157,,,,,5163.0,0.75,4.58,-0.10139777988946097
CANDIDATE,22.194346,4.8,,,3.174,5660.0,1.069,4.283,0.4828183322171518
CANDIDATE,1.72397,1.488,201.0,201.0,1.33,,0.885,,0.29925982517739136
CANDIDATE,17.178,2.45208,219.0,219.0,,5814.52,1.33351,4.20761,-1.7436670804146266
CANDIDATE,5.409,2.34408,172.0,172.0,,3949.0,45.4751,,-1.9229567849650895
CANDIDATE,4.99,0.86208,1907.0,1907.0,,6242.0,1.63356,4.09458,-0.5349861470166027
CANDIDATE,4.9898664,1.037,1850.0,1850.0,9.128,6242.0,1.63,4.09,-0.5349861470166027
CANDIDATE,0.22181,,,,1.13,3942.0,0.585409,4.66358,1.1005750353110961
CANDIDATE,44.13,4.63488,427.0,427.0,,4865.94,10.7024,,0.01446971624859343
CANDIDATE,14.448767,3.7488,,,44.2,,1.36,,-0.24409774881738097
CANDIDATE,14.449,0.59496,91939.0,91939.0,,6016.0,1.68931,4.02797,-0.24409774881738097
CANDIDATE,14.4518248,3.628,44650.0,44650.0,,6016.0,1.68931,4.02797,-0.24409774881738097
CANDIDATE,14.448987,3.7632,38361.0,38361.0,86.0,,1.739,,-0.24409774881738097
CANDIDATE,0.463954,0.9888,325.99999999999994,325.99999999999994,0.53,,0.272,,0.21266411753737077
CANDIDATE,0.46395,,,,0.85,3563.0,0.42,5.004,0.21266411753737077
CANDIDATE,0.46395,,,,0.84,3720.0,0.491813,4.74458,0.21266411753737077
CANDIDATE,5.264,4.18488,95.99999999999999,95.99999999999999,,6190.82,1.5774,4.11773,-0.4557083865010922
CANDIDATE,1.529084,2.1936,10527.0,10527.0,48.0,,1.654,,0.9743404474133202
CANDIDATE,2.084,1.95504,2385.0,2385.0,,,,,2.857492174120231
CANDIDATE,4.166738,2.7312,,,94.8,,2.0,,2.857492174120231
CANDIDATE,1.56699,2.112,460.0,460.0,1.34,,0.603,,0.754802033678059
CANDIDATE,1.567,1.74792,325.99999999999994,325.99999999999994,,4426.2,0.615898,4.69978,0.754802033678059
CANDIDATE,1.56706496,2.144,490.0,490.0,,4426.2,0.615898,4.69978,0.754802033678059
CANDIDATE,7.757595,,750.0,750.0,1.95,,0.713,,0.09984576603452881
CANDIDATE,4.871902,4.6,,,15.383,6466.0,1.817,4.113,0.6438131689563432
CANDIDATE,4.8718955,,,,14.64,6972.0,1.82,4.1,0.6438131689563432
CANDIDATE,4.8740385,4.125,6410.0,6410.0,14.3194,6504.4,1.8,4.05,0.6438131689563432
CANDIDATE,8.514184,11.0,,,38.298,4885.0,8.384,2.69,-0.6337784331974708
FALSE POSITIVE,0.967865,2.5128,149235.0,149235.0,,5255.0,0.97198,4.417,1.7335774615810993
CANDIDATE,16.168833,3.1944,4046.0,4046.0,,5186.0,5.653,3.371,0.2962106805421789
FALSE POSITIVE,25.23658,3.4248,131088.0,131088.0,,3777.0,0.701898,4.56823,1.0316643665553047
CANDIDATE,36.0861607,,,,,4726.0,0.67,4.63,1.077401536083485
CANDIDATE,36.109,3.192,4900.0,4900.0,8.0,,0.504,,1.077401536083485
FALSE POSITIVE,10.337864,7.0896,50598.0,50598.0,,6281.0,1.96735,,-0.04041488718522187
CANDIDATE,9.967689,4.3,,,2.005,5882.0,1.031,4.455,-0.7898946385203237
FALSE POSITIVE,13.919301,4.8864,126507.0,126507.0,,5330.07,1.2633,4.19884,-0.5215699106216699
FALSE POSITIVE,0.954863,2.2272,122533.0,122533.0,,5544.91,0.926751,4.49537,-0.018461045811695966
CANDIDATE,3.25182,2.7192,,,33.2,,0.63,,2.7422345069092184
CANDIDATE,5.032134,8.5992,10480.0,10480.0,25.83,,2.516,,-0.7941634410096202
CANDIDATE,5.03207,,,,36.70955114,5070.0,3.685008,3.25,-0.7941634410096202
CANDIDATE,6.45795,1.032,788.0,788.0,2.78,,0.9389,,0.7694379279270759
FALSE POSITIVE,0.554633,1.3128,26770.0,26770.0,,4729.0,0.951566,4.362,1.7427248954867354
CANDIDATE,5.176243,,,,19.44301811,6185.0,1.118972,4.34,-2.054070004279204
CANDIDATE,5.176,1.04904,3484.9999999999995,3484.9999999999995,,6146.0,1.35641,4.23998,-2.054070004279204
FALSE POSITIVE,2.153178,2.6736,161675.0,161675.0,,5523.0,0.997379,4.42712,1.2694976481018385
CANDIDATE,1.610888,1.2048,696.0,696.0,0.82,,0.299,,0.24315556388949086
CANDIDATE,1.611,1.05888,517.0,517.0,,3511.0,0.409602,4.81787,0.24315556388949086
CANDIDATE,1.610911,1.0704,,,1.5,,0.56,,0.24315556388949086
CANDIDATE,1.61092,,,,0.75,3511.0,0.409602,4.81787,0.24315556388949086
CANDIDATE,2.17807,,,,0.65,3511.0,0.409602,4.81787,0.24315556388949086
CANDIDATE,2.178008,1.2768,453.0,453.0,0.67,,0.299,,0.24315556388949086
CANDIDATE,2.177846,1.2888,,,1.2,,0.56,,0.24315556388949086
CANDIDATE,4.96792,1.296,572.0,572.0,0.75,,0.299,,0.24315556388949086
CANDIDATE,4.96883,,,,0.67,3511.0,0.409602,4.81787,0.24315556388949086
CANDIDATE,6.26561,1.512,580.0,580.0,0.77,,0.299,,0.24315556388949086
CANDIDATE,3.28963,2.04,259.0,259.0,0.51,,0.299,,0.24315556388949086
FALSE POSITIVE,0.565934,1.9608,76907.0,76907.0,,5309.0,1.55349,4.01449,0.8176144131634253
FALSE POSITIVE,15.091257,4.1544,387212.00000000006,387212.00000000006,,5369.0,1.55474,4.02323,1.2719369638100078
FALSE POSITIVE,3.102398,6.18,116056.00000000001,116056.00000000001,,5483.32,1.85351,3.88435,1.1780233090454792
CANDIDATE,0.93346092,2.338,1940.0,1940.0,,6035.64,2.62165,3.65014,-1.559498744447823
FALSE POSITIVE,5.817737,2.8848,9442.0,9442.0,,6290.85,3.03613,3.56404,-2.595598091492849
FALSE POSITIVE,5.817854,2.88,9632.0,9632.0,,,,,-1.79306322350506
CANDIDATE,5.81861,3.888,6889.999999999999,6889.999999999999,3.4,,0.38,,3.270956186654974
FALSE POSITIVE,1.671965,2.1528,321572.00000000006,321572.00000000006,,3243.0,0.483697,4.75171,0.9706814738510657
CANDIDATE,4.332837,2.4,,,2.263,4768.0,0.725,4.693,0.709674693076922
CANDIDATE,1.1524,,,,0.6746,5992.0,1.057,4.386,-0.3075199572297905
CANDIDATE,20.486455,2.0,,,2.762,3664.0,0.371,4.852,1.0200776169414993
CANDIDATE,18.634179,,310.0,310.0,1.49,,0.821,,0.16387780337397928
CANDIDATE,18.645046,5.0592,,,1.8,,0.84,,0.16387780337397928
CANDIDATE,18.6393,5.64,399.0,399.0,1.73,,0.821,,0.16387780337397928
CANDIDATE,18.641,5.22,285.0,285.0,,4774.48,,,0.16387780337397928
CANDIDATE,5.19287,2.472,211.0,211.0,1.29,,0.826,,0.005322282342957185
CANDIDATE,3.39934,2.184,150.0,150.0,1.08,,0.826,,0.005322282342957185
FALSE POSITIVE,6.663685,2.6208,77241.0,77241.0,,5691.67,1.05709,4.39416,1.1298468238091308
CANDIDATE,12.17682,2.9,,,2.244,4477.0,0.637,4.739,0.6486918003726818
FALSE POSITIVE,11.114394,6.2304,140535.0,140535.0,,5904.69,2.44643,3.69039,-0.24409774881738097
FALSE POSITIVE,0.524461,1.7136,8800.0,8800.0,,3112.0,0.200172,5.06358,2.1555790790944362
FALSE POSITIVE,9.056947,3.3336,228283.0,228283.0,,4942.0,1.05773,4.2978,1.0877686278432053
FALSE POSITIVE,0.737735,1.9608,293171.0,293171.0,,4908.37,1.53058,3.97144,0.9603143820913453
CANDIDATE,7.07737,3.072,907.0,907.0,2.1,,0.662,,1.062155812907425
FALSE POSITIVE,0.799768,3.5976,368061.99999999994,368061.99999999994,,8175.71,1.67093,4.29318,0.03703338654916247
FALSE POSITIVE,1.641114,4.404,232835.0,232835.0,,8231.0,1.10451,4.65708,1.5622155330821874
CANDIDATE,6.3508198,,,,,7461.0,2.11,4.03,-1.7351294754360325
FALSE POSITIVE,0.555516,1.4784,125677.0,125677.0,,,,,1.942138954629598
CANDIDATE,0.635328,1.3032,1315.0,1315.0,,6420.0,1.531,4.176,-0.2630024455556955
CANDIDATE,16.24196986,4.391,2410.0,2410.0,,4499.02,10.4554,,0.8968921736789358
FALSE POSITIVE,1.031746,5.5512,13062.0,13062.0,,7598.94,1.85084,4.1513,-0.010533269760144915
FALSE POSITIVE,0.58337,1.164,16936.0,16936.0,,5802.79,0.742872,4.71327,0.10350473959678332
CANDIDATE,2.047195,1.8936,254.99999999999997,254.99999999999997,,6150.0,0.958,4.476,-0.9514993041865571
CANDIDATE,24.4472,6.36,718.0,718.0,1.82,,0.647,,0.08338038500438358
CANDIDATE,10.542179,3.3,,,3.123,5441.0,0.916,4.423,0.394393137796004
FALSE POSITIVE,3.247194,4.704,274993.0,274993.0,,5581.0,1.17125,4.29641,2.2641286281079807
CANDIDATE,5.31471,1.896,1511.0000000000002,1511.0000000000002,1.45,,0.355,,1.5097702453565414
CANDIDATE,3.84981,3.36,153.0,153.0,1.86,,1.42,,-0.1739674222075056
FALSE POSITIVE,0.715676,1.248,1668.0,1668.0,,4476.31,7.82356,,-0.8130681377479337
FALSE POSITIVE,0.546969,1.9608,496880.0,496880.0,,5162.92,0.996147,4.38094,0.8261520181420184
FALSE POSITIVE,0.682618,1.1688,10943.0,10943.0,,6120.16,2.77001,3.61756,0.00471245341591513
CANDIDATE,2.126953,1.416,707.0,707.0,1.7,4020.0,0.573,4.696,0.27547649702273713
FALSE POSITIVE,0.512702,1.8024,259506.0,259506.0,,4513.0,1.00839,4.28207,1.8701791412385953
CANDIDATE,20.2244,4.176,1132.0,1132.0,2.94,,0.8325,,0.7304088765963627
FALSE POSITIVE,0.539696,1.7448,101331.0,101331.0,,,,,1.3249920804626958
CANDIDATE,42.3822512,,,,2.58,5568.0,0.86,4.52,0.38524570389036883
CANDIDATE,41.9,,,,2.28,5568.0,0.86,4.52,0.38524570389036883
FALSE POSITIVE,0.597258,1.9608,250566.0,250566.0,,5374.42,1.47741,4.06755,0.671865299600293
FALSE POSITIVE,0.620388,1.9608,497678.0,497678.0,,7577.62,1.48463,4.34034,0.7413857972831261
CANDIDATE,9.81881482,3.206,2849.9999999999995,2849.9999999999995,,3463.0,0.411081,4.81652,0.9328720803744377
CANDIDATE,1.518232,3.0816,356389.0,356389.0,,5510.0,1.209,4.237,1.7036958441560222
CANDIDATE,1.63013,2.2848,46964.0,46964.0,,6190.0,1.602,4.136,-0.3441096928523333
CANDIDATE,2.007472,0.9048,16989.0,16989.0,,3790.0,0.473,4.783,1.9366504942862162
CANDIDATE,2.00745282887,0.9340475,20674.1145,20674.1145,7.16393472,3449.0,0.490442,4.74578,1.9366504942862162
CANDIDATE,37.4059,3.84,1450.0,1450.0,2.32,,0.581,,0.7285793898152354
CANDIDATE,3.544965,1.464,621.0,621.0,1.9,4860.0,0.701,4.602,0.236447445692025
FALSE POSITIVE,17.325857,8.5152,334820.0,334820.0,,6047.27,3.05384,3.51759,-0.13615802873087762
CANDIDATE,34.023,3.0,308.0,308.0,,4534.56,11.253,,-0.4935177799777202
FALSE POSITIVE,6.2043,,,,1.8527,,,,0.7889524535924325
CANDIDATE,10.39528014,4.442,190.0,190.0,,5714.27,0.8881,4.54932,-0.6831745762879045
CANDIDATE,11.00357542,1.503,7800.0,7800.0,,5506.87,1.0551,4.37825,0.9292131068121832
CANDIDATE,11.007537,1.5408,,,41.5,,0.94,,0.9292131068121832
CANDIDATE,9.0102,4.872,982.0,982.0,3.6,,0.738,,0.7456545997724228
CANDIDATE,9.01258853,3.639,810.0,810.0,,4764.64,0.81741,4.49798,0.7456545997724228
CANDIDATE,35.383,3.09408,945.0,945.0,,4663.0,0.667213,4.65877,0.9084789232927414
CANDIDATE,35.3972,4.68,1470.0,1470.0,2.6,,0.531,,0.9084789232927414
FALSE POSITIVE,1.359386,1.8408,92013.0,92013.0,,5723.55,1.28259,4.23049,-0.07822428066184987
CANDIDATE,26.0,,,,10.48,6414.0,1.57,4.16,0.31145640371823896
FALSE POSITIVE,0.630717,1.9608,163414.0,163414.0,,6591.15,1.57514,4.18015,0.8237127024338491
FALSE POSITIVE,0.630718,1.9608,164031.99999999997,164031.99999999997,,,,,2.3671897167781455
FALSE POSITIVE,12.427163,5.3784,16631.0,16631.0,,6435.2,2.39747,3.7925,-0.04834266323677292
CANDIDATE,37.246869,,,,23.8036385,5445.0,1.475643,4.05,-0.08127342529706232
CANDIDATE,37.24703,4.9296,7201.999999999999,7201.999999999999,35.0,,1.696,,-0.08127342529706232
FALSE POSITIVE,1.348851,3.8016,217820.0,217820.0,,6311.4,1.38773,4.24688,-0.008093954051975612
FALSE POSITIVE,1.490219,3.924,733824.9999999999,733824.9999999999,,7175.46,1.72824,4.16698,0.3364593897269773
CANDIDATE,1.882213,0.9648,5678.0,5678.0,,6590.0,1.568,4.178,-0.20262938177849846
FALSE POSITIVE,0.958786,1.2528,17691.0,17691.0,,5512.55,1.0377,4.3918,-0.04712300538268881
FALSE POSITIVE,0.9587591,1.776,16259.999999999998,16259.999999999998,39.0,,1.171,,-0.04712300538268881
CANDIDATE,1.8554,2.8008,775.0,775.0,,4990.0,10.091,2.964,-0.6160933943132415
FALSE POSITIVE,11.100314,12.5808,123582.0,123582.0,,4928.18,3.70395,,0.15412054054130098
CANDIDATE,1.855827,3.0168,844.0,844.0,,4720.0,0.664,4.627,0.08277055607734153
CANDIDATE,15.7512,2.568,500.0,500.0,1.38,,0.582,,0.2998696541044334
CANDIDATE,1.855421,5.6832,660084.0,660084.0,,11500.0,2.734,4.055,-2.008942663678067
FALSE POSITIVE,0.921358,1.6656,127918.0,127918.0,,5255.22,1.30486,4.16118,1.6079527026103666
FALSE POSITIVE,11.078847,14.328,121654.0,121654.0,,5162.0,1.9631,,2.28181366699221
FALSE POSITIVE,0.530431,1.9608,409431.0,409431.0,,5666.31,1.49032,4.09583,0.025446636935356922
FALSE POSITIVE,0.747734,1.9608,287143.0,287143.0,,8498.37,1.65596,4.32425,0.04862013616296693
FALSE POSITIVE,0.69719,1.8552,34039.0,34039.0,,5535.52,1.45971,4.0963,0.8407879123910365
CANDIDATE,5.513327,0.9264,2119.0,2119.0,3.9,5020.0,0.77,4.562,0.8627417537645623
FALSE POSITIVE,0.884004,2.1168,391961.0,391961.0,,5119.55,0.742353,4.63135,0.7212614426907276
CANDIDATE,0.53027,1.0632,568.0,568.0,1.4,3880.0,0.558,4.706,1.1932690322215393
FALSE POSITIVE,0.543877,0.6768,659.0,659.0,,6177.78,1.36241,4.24133,-0.11237470057622446
FALSE POSITIVE,6.741846,7.248,55296.0,55296.0,,4861.09,2.13528,,1.3914634335103166
CANDIDATE,20.9913,2.928,1290.0,1290.0,1.44,,0.386,,1.0371528268986865
CANDIDATE,23.89959501695,2.0395157,15998.7683,15998.7683,12.83075359,4736.5,0.76962,4.55,0.5986858283552062
CANDIDATE,23.897707,1.4832,11511.0,11511.0,,5020.0,0.728,4.581,0.5986858283552062
FALSE POSITIVE,2.044175,7.1472,71960.0,71960.0,,5480.16,2.49927,3.62471,0.3035286276666879
CANDIDATE,23.5306712,,,,9.25,6688.0,1.9,4.05,0.18217267118525177
CANDIDATE,10.6741,3.768,354.0,354.0,1.86,,0.9538,,-0.2020195528514564
CANDIDATE,10.673,3.43608,274.0,274.0,,5919.66,0.928134,4.53627,-0.2020195528514564
CANDIDATE,3.78795,1.6512,4851.0,4851.0,,5126.0,4.182,3.476,1.1707053619209713
FALSE POSITIVE,0.516235,1.9608,111574.00000000001,111574.00000000001,,7701.0,2.08947,4.05568,0.7047960616605823
FALSE POSITIVE,0.635238,1.5288,126462.0,126462.0,,4743.31,0.919305,4.39196,1.2103442421787267
FALSE POSITIVE,0.544418,1.9512,434869.0,434869.0,,5076.71,1.06871,4.30977,0.9371408828637342
CANDIDATE,1.855516,4.0752,14554.0,14554.0,,3110.0,0.189,5.092,2.203145735403743
FALSE POSITIVE,0.698333,1.32,106428.99999999999,106428.99999999999,,4081.0,0.664517,4.59923,1.8329795766890093
CANDIDATE,4.894289,2.1048,3043.0,3043.0,4.1,4440.0,0.686,4.62,0.9999532623491005
CANDIDATE,12.601781,3.4,,,2.788,5791.0,1.088,4.269,0.5163589232044833
CANDIDATE,6.96350934,2.189,160.0,160.0,,6244.89,1.23998,4.33403,-0.11542384521143582
CANDIDATE,0.769057,,,,2.06,3832.0,0.54,4.9,1.3280412250979083
CANDIDATE,1.91828,,,,1.0,,,,0.9926353152245916
FALSE POSITIVE,2.5819,,,,1.9422,,,,0.24986368208695672
FALSE POSITIVE,2.5840753,1.666,1757.0,1757.0,7.01829,6119.0,1.4,4.2,0.24986368208695672
FALSE POSITIVE,2.5844972,,,,10.29,6471.0,1.39,4.24,0.24986368208695672
FALSE POSITIVE,2.5331,,1700.0000000000002,1700.0000000000002,,5301.32,1.54022,4.02194,-0.4557083865010922
FALSE POSITIVE,3.022569,3.384,56458.00000000001,56458.00000000001,,6481.66,1.89113,4.0052,-0.3678930210069875
CANDIDATE,15.462807,4.0,,,1.266,5509.0,0.919,4.414,-0.26483193233682273
FALSE POSITIVE,2.958763,5.7864,176980.0,176980.0,,5935.86,2.34828,3.72999,0.7907819403735598
CANDIDATE,5.51633,1.92,1830.0,1830.0,1.38,,0.306,,1.955555191024532
CANDIDATE,0.36091387,1.692,7390.0,7390.0,,6175.0,1.92205,3.94242,-0.15018409405285246
FALSE POSITIVE,1.052364,2.8296,348537.00000000006,348537.00000000006,,5157.0,1.1112,4.286,1.5988052687047314
CANDIDATE,4.7464485,2.408,1940.0,1940.0,10.3209,5890.5,2.26,3.76,0.2657192341900599
CANDIDATE,4.746159,2.9,,,12.597,5878.0,2.207,3.977,0.2657192341900599
CANDIDATE,4.7464962,,,,11.6,6486.0,2.1,3.97,0.2657192341900599
CANDIDATE,8.952623,2.6,,,8.917,5258.0,0.856,4.586,1.0316643665553047
CANDIDATE,1.99043,,,,,5086.0,0.82,,0.1413141330734113
CANDIDATE,1.99067602,1.862,340.0,340.0,,5194.62,0.792521,4.58551,0.1413141330734113
CANDIDATE,1.990422,2.0736,446.99999999999994,446.99999999999994,1.8,,0.824,,0.1413141330734113
FALSE POSITIVE,2.131554,4.0656,68562.0,68562.0,,6147.31,2.44273,3.72939,-1.3119082000686122
CANDIDATE,8.658,1.098,5656.0,5656.0,,5127.0,0.901716,4.46444,-0.40021395414023375
CANDIDATE,8.65871336,1.56,8730.0,8730.0,,5127.0,0.901716,4.46444,-0.40021395414023375
CANDIDATE,8.658168,,,,17.16037834,5319.0,0.818973,4.55,-0.40021395414023375
CANDIDATE,8.658143,1.6968,7969.000000000001,7969.000000000001,19.1,,0.9,,-0.40021395414023375
CANDIDATE,8.657975,0.984,6106.0,6106.0,,5370.0,0.891,4.45,-0.40021395414023375
CANDIDATE,14.5616,3.144,1029.0,1029.0,2.82,,0.849,,1.03288402440939
FALSE POSITIVE,2.46819,5.8848,483890.0,483890.0,,8315.0,0.817957,4.92436,2.1635068551459864
FALSE POSITIVE,0.56802,3.3336,13803.0,13803.0,,3385.0,0.451115,4.78052,1.7061351598641916
CANDIDATE,2.787663,0.7464,1087.0,1087.0,2.2,3950.0,0.602,4.676,0.46208414869771003
FALSE POSITIVE,4.612166,1.5936,5543.0,5543.0,,5444.37,2.82645,,1.2530322670716942
FALSE POSITIVE,0.595558,1.692,51711.0,51711.0,,5854.74,1.20541,4.3011,0.12118977848101267
CANDIDATE,13.798845,3.0,,,1.665,4980.0,0.68,4.686,0.8493255173696296
CANDIDATE,3.41052823,2.124,600.0,600.0,,3985.0,0.674996,4.5894,0.6901601674115654
CANDIDATE,3.41065,1.944,494.0,494.0,1.65,,0.701,,0.6901601674115654
FALSE POSITIVE,0.595667,1.488,129606.99999999999,129606.99999999999,,,,,1.2182720182302778
CANDIDATE,1.56494,0.6672,1220.0,1220.0,2.06,,0.556,,1.2170523603761925
CANDIDATE,1.56493,,,,2.22,3938.0,0.624202,4.63089,1.2170523603761925
FALSE POSITIVE,3.576744,2.9328,68508.0,68508.0,,5896.1,1.30914,4.23348,0.05410859650634868
FALSE POSITIVE,3.57678,2.6664,31467.0,31467.0,,5474.0,0.934009,4.47964,-0.8520971890786468
CANDIDATE,7.5587,2.5,,,2.643,3974.0,0.677,4.579,1.2804745687886019
CANDIDATE,25.43143,2.8,,,2.887,3974.0,0.677,4.579,1.2804745687886019
FALSE POSITIVE,0.542912,1.7952,120269.99999999999,120269.99999999999,,5974.29,2.25382,3.77362,0.7407759683560842
FALSE POSITIVE,3.79018,5.9256,52183.0,52183.0,,5762.0,,,-0.3459391796334605
CANDIDATE,27.693,6.34296,18421.0,18421.0,,6286.0,1.7076,4.0632,-0.3825289152560044
CANDIDATE,7.13142,1.92,707.0,707.0,9.6,,3.4,,0.8194438999445526
CANDIDATE,7.134,1.83888,450.0,450.0,,,,,0.8194438999445526
CANDIDATE,3.57804902,4.905,80.0,80.0,,6024.0,1.59182,4.08194,-0.5831626322529522
CANDIDATE,12.89398,1.2,3140.0,3140.0,1.12,,0.191,,1.2646190166854998
CANDIDATE,9.562742,,,,2.01,4349.9,0.667217,,0.5133097785692708
CANDIDATE,9.56332821,3.039,760.0,760.0,,4432.16,,,0.5133097785692708
CANDIDATE,9.56183,3.648,1025.0,1025.0,1.97,,0.598,,0.5133097785692708
CANDIDATE,1.89016107,2.224,270.0,270.0,,4491.0,0.74574,4.54108,0.6919896541926926
CANDIDATE,1.88993,1.656,367.00000000000006,367.00000000000006,1.29,,0.638,,0.6919896541926926
CANDIDATE,1.640707,2.208,469.0,469.0,2.09,,0.572,,0.552948658827026
CANDIDATE,1.64117466,1.337,200.0,200.0,,4493.0,0.664535,4.64429,0.552948658827026
CANDIDATE,19.53403,1.2888,,,12.7,,0.45,,1.934821007505089
CANDIDATE,19.53405,,,,9.82,3316.0,0.460378,4.7723,1.934821007505089
CANDIDATE,1.106182,0.0,,,15.6,,0.84,,-0.221534078516813
CANDIDATE,1.106,0.99408,975.0,975.0,,5900.71,1.11127,4.37581,-0.221534078516813
CANDIDATE,1.10605213,1.289,1470.0,1470.0,,5900.71,1.11127,4.37581,-0.221534078516813
CANDIDATE,1.106175,,,,8.83310242,5851.0,0.90632,4.43,-0.221534078516813
FALSE POSITIVE,1.52317871,4.004,7340.0,7340.0,,5735.72,0.950472,4.49249,-0.9661351984355752
FALSE POSITIVE,1.523,2.39688,605.0,605.0,,5735.72,0.950472,4.49249,-0.9661351984355752
FALSE POSITIVE,1.5235,,600.0,600.0,,5735.72,0.950472,4.49249,-0.9661351984355752
FALSE POSITIVE,0.504961,1.8144,291504.0,291504.0,,5169.0,0.906039,4.46826,1.3213331069004424
CANDIDATE,3.383,3.72096,1641.0,1641.0,,5603.82,1.019,4.41736,0.5700238687842134
CANDIDATE,3.38199819,5.484,3390.0000000000005,3390.0000000000005,,5603.82,1.019,4.41736,0.5700238687842134
FALSE POSITIVE,0.593274,1.9608,636988.0,636988.0,,5557.0,1.07692,4.36492,1.6158804786619176
FALSE POSITIVE,1.085097,2.1552,31652.999999999996,31652.999999999996,,6503.37,2.97681,3.61442,0.41390766346136054
CANDIDATE,3.6079916,2.991,6055.0,6055.0,15.3816,5308.3,1.89,,-0.10139777988946097
CANDIDATE,3.607981,2.7384,5543.0,5543.0,18.3,6490.0,2.253,3.928,-0.10139777988946097
CANDIDATE,15.405101,2.8128,16796.0,16796.0,,5910.0,1.475,4.145,1.6006347554858575
FALSE POSITIVE,14.71,2.382,4414.0,4414.0,,5167.0,2.19732,,-0.5093733320808222
FALSE POSITIVE,14.707213,2.1408,4206.0,4206.0,,5167.0,2.19732,,-0.5093733320808222
CANDIDATE,2.176955,0.54,4800.0,4800.0,1.25,,0.169,,1.753701816173499
CANDIDATE,2.17693,,,,7.92,3176.0,0.170856,5.12252,1.753701816173499
CONFIRMED,21.1595,,600.0,600.0,,3811.0,0.597044,4.65371,1.0743523914482724
CONFIRMED,21.169861,,,,1.98,4148.21,0.571699,,1.0743523914482724
CONFIRMED,21.169619,3.2,,,2.2,3880.0,0.59,,1.0743523914482724
CONFIRMED,21.17623917,2.008,709.9999999999999,709.9999999999999,,3811.0,0.597044,4.65371,1.0743523914482724
CONFIRMED,21.1701963,,,,1.92,4057.0,0.58,4.7,1.0743523914482724
CONFIRMED,21.1686,3.576,1041.0,1041.0,2.18,,0.642,,1.0743523914482724
FALSE POSITIVE,1.549381,1.6416,92689.0,92689.0,,3570.0,0.541211,4.70154,2.4562247401263355
CANDIDATE,0.95017067,2.581,880.0,880.0,,5339.0,0.746527,4.65577,0.5950268547929517
CANDIDATE,1.53453,,,,1.02,,0.29,4.96079,0.965802842434727
FALSE POSITIVE,20.180269,2.8608,395334.0,395334.0,,3380.0,0.342147,4.8817,2.897740883305028
FALSE POSITIVE,5.803439,3.9072,627831.0,627831.0,,5029.0,1.00796,4.35546,0.62002984080169
CANDIDATE,20.893526,7.7016,8821.0,8821.0,,6020.0,1.765,4.041,-0.5429139230681538
FALSE POSITIVE,3.48928,,,,0.91,3742.0,0.682132,4.58372,2.1122812252744256
CANDIDATE,10.545,3.25896,143.0,143.0,,6046.92,1.95293,3.90591,-0.7148856804941086
CANDIDATE,12.0808,2.28,1218.0,1218.0,2.53,,0.682,,1.1627775858694192
FALSE POSITIVE,0.575349,1.9608,522455.0,522455.0,,5033.0,1.04575,4.32349,1.8262714584915436
FALSE POSITIVE,2.612938,9.1512,114984.0,114984.0,,5014.02,4.77742,,-1.2661710305404321
FALSE POSITIVE,2.612804,8.8344,91385.0,91385.0,,5987.0,3.64705,3.35558,-1.6887824769808102
FALSE POSITIVE,0.522199,1.6224,35912.0,35912.0,,,,,1.63417534647319
CANDIDATE,0.4520313,0.7272,7560.0,7560.0,5.3,,0.569,,1.9732402299087612
CANDIDATE,0.45220130587,0.5773712,15351.6498,15351.6498,7.91722863,3739.0,0.633946,4.6228,1.9732402299087612
FALSE POSITIVE,14.343042,1.464,110696.0,110696.0,,3260.0,0.424653,4.80422,2.9453075396143347
FALSE POSITIVE,0.628876,1.9608,109867.00000000001,109867.00000000001,,6688.0,1.49352,4.24194,-0.2312913413494913
FALSE POSITIVE,0.636109,0.696,1465.0,1465.0,,6100.77,1.65628,4.0605,-0.327034482895147
CANDIDATE,11.09226,2.9,,,2.495,4496.0,0.703,4.611,0.7358973369397445
CANDIDATE,2.61299,6.6624,2779.0,2779.0,,3520.0,0.458,4.798,1.2603502141962022
CANDIDATE,8.97146,2.6064,269917.0,269917.0,,5330.0,0.872,4.481,1.6536898721385467
