category,transit_period,transit_duration,transit_depth,transit_depth,planet_radius,star_temperature,star_radius,star_surface_gravity,star_brightness
PC,3.6691817,2.112,9890.0,9890.0,,4675.9,,,1.0046416182761113
PC,8.084554,1.991,6180.0,6180.0,14.1848,5739.0,1.15,4.33,0.350372396277638
PC,4.6387689,3.569,11400.0,11400.0,13.0535,5543.7,1.2,4.27,0.8237817303334679
CP,5.2667367,2.788,2910.0,2910.0,8.71675,5938.0,1.6,4.06,-0.1488303025559196
FP,1.3176767,1.692,530.0,530.0,4.16809,7176.0,1.73,4.16,-0.36485739093185576
FP,3.310636,3.9,590.0,590.0,,3245.0,,,-0.3753952976819008
PC,9.10326,1.928,14080.0,14080.0,26.9344,5467.0,1.21,4.26,0.8122022862883593
FP,3.121339,4.331,26300.0,26300.0,9.21314,3858.0,0.56,4.69,1.0616198350060093
FP,3.0373017,4.664,6290.0,6290.0,,4903.0,,,0.8722438480037361
PC,4.4168832,3.659,11250.0,11250.0,14.9431,5847.0,1.42,4.16,0.7535085963665932
PC,5.2462501,5.702662,8285.7164803,8285.7164803,,3882.0,,,0.3076693671800698
PC,2.7567478,2.167,9790.0,9790.0,,,,,0.5189789042783682
PC,3.5410781,2.062,3020.0,3020.0,4.63661,4652.0,0.82,4.48,-0.20531838408814107
PC,11.3201226,3.276,31070.0,31070.0,12.7584,4971.0,0.74,4.61,0.5088698658262892
PC,4.1584817,3.796,7650.0,7650.0,16.4644,7486.0,1.87,,-0.02690917213387998
PC,3.7037478,4.403,4210.0,4210.0,14.1169,6688.0,2.2,3.91,0.45973381225921617
PC,3.0827487,3.763,14750.0,14750.0,20.1593,7658.5,1.61,4.28,-0.021946553257404588
PC,16.45209,6.461,3320.0,3320.0,8.62362,5573.0,1.85,3.89,0.4760920744816707
APC,4.4064273,1.422,5280.0,5280.0,14.7596,6592.0,1.86,4.04,0.4942270767957029
PC,8.4843917,4.224,5630.0,5630.0,13.159,5859.7,1.65,4.03,0.7710921965832395
PC,5.5280331,5.153,1850.0,1850.0,9.24388,,2.11,,0.408759751700856
PC,3.8212977,2.4584304,13607.9927553,13607.9927553,11.6869491,5342.0,0.992137,4.41,-0.04645331314123224
PC,9.3236885,2.0,12730.0,12730.0,13.41,5505.0,1.15,4.3,1.0219801508939188
KP,1.805376,2.0790249,21680.3724998,21680.3724998,12.0157766,5090.0,0.820538,4.54,0.7828554413274763
PC,4.9056578,3.172,9475.0,9475.0,9.37482,5989.7,1.01,4.47,0.7743393422678466
KP,4.0088245,2.7370959,21483.7462243,21483.7462243,11.5444262,5007.0,0.795696,4.56,0.2350680910242315
PC,3.7026941,1.884,13130.0,13130.0,20.0,6282.0,1.5,4.17,0.8629312792478818
PC,3.2523102,2.711,11410.0,11410.0,9.6972,5396.4,0.9,4.5,1.0390123490131793
FP,8.0635,3.396,5180.0,5180.0,24.3071,5657.0,1.71,3.97,0.4218708682387034
PC,5.016641,3.203,10347.0,10347.0,17.7733,6616.0,1.83,4.05,0.8201669832506031
PC,4.0517972,2.84,6256.0,6256.0,11.2646,6284.0,1.45,4.2,0.5261471315443873
PC,2.3874731,2.8056588,14252.9367639,14252.9367639,15.9427336,6566.0,1.27379,4.36,0.11443356549609306
PC,1.2678043,0.893,8549.0,8549.0,8.74635,5303.0,0.9,4.49,1.0432397650931393
PC,1.0666963,1.7165498,19028.8653052,19028.8653052,,4893.1,,,0.10450832774314336
PC,3.6554335,3.699,9680.0,9680.0,15.7486,6321.0,1.56,4.15,0.13796005498456665
PC,9.312167,4.867,15226.0,15226.0,,3979.0,,,0.6877692129782279
PC,3.5884855,2.481,6810.0,6810.0,,,,,0.9498690099357582
FP,2.6816329,2.695,3100.0,3100.0,13.2689,7047.0,2.34,3.89,0.9903051637440722
PC,6.3854622,3.682,6720.0,6720.0,9.57629,5519.0,1.17,4.29,0.7549177350599132
APC,1.5351652,0.9492628,2977.6306495,2977.6306495,6.8350786,4215.0,0.744573,4.59,0.24879187655917534
FP,1.7384809,2.6777485,3882.8974217,3882.8974217,12.9358521,5540.0,1.72093,3.95,0.48240256515175667
PC,3.0789699,3.709,9695.0,9695.0,15.4449,6153.0,1.64,4.08,0.8251296021270785
KP,1.4822451,1.595,21920.0,21920.0,14.0641,5115.0,0.91,4.45,0.8082199378072369
PC,3.1493729,2.708,18830.0,18830.0,13.6409,5766.0,0.96,4.49,0.9675751439518233
FA,2.9708603,3.122,4020.0,4020.0,,,,,-0.24066938522056194
PC,3.1315583,3.737,5140.0,5140.0,11.2819,5684.0,1.69,3.99,0.714175246753051
PC,2.4188647,2.5,5441.0,5441.0,20.8975,7316.0,2.9,3.73,0.2994596026189873
PC,3.2337884,2.102,9188.0,9188.0,15.3732,6065.0,1.64,4.06,0.6732489577470593
PC,3.4898546,1.567,14004.0,14004.0,14.1029,6083.0,1.2,4.34,0.7182801290335922
PC,3.1988858,3.4044306,12106.5704512,12106.5704512,19.4201044,6133.0,1.7076499,4.04,0.9786031858995449
PC,14.2337615,2.5070875,4283.0743607,4283.0743607,6.823525,5692.0,1.03392,4.41,0.6123496594357495
PC,4.8893985,2.848,6907.0,6907.0,12.8723,5639.0,1.62,4.02,0.7615958271282568
FP,5.6902814,2.344,21290.0,21290.0,12.9495,5400.1,0.86,,0.26723321337175465
PC,3.2131823,3.325,13772.0,13772.0,13.6367,5688.6,1.3,4.22,1.0388898152137593
PC,5.7456862,3.339,9441.0,9441.0,10.8845,5867.3,1.19,4.31,0.99925013110167
PC,7.6460931,3.508,3132.0,3132.0,8.25522,6065.0,1.49,4.15,0.18930171694118444
PC,2.9708659,3.4295536,11761.9984291,11761.9984291,14.8135617,6122.0,1.30269,4.27,0.49575874928844177
FP,19.8875338,1.34,3020.0,3020.0,13.605,5856.2,1.57,4.07,-0.4585344805877841
FP,2.6342729,3.998,3190.0,3190.0,,,,,0.423218740032314
PC,3.4945148,2.555,8254.0,8254.0,11.03,5699.0,1.2,4.29,0.034602795174526295
CP,3.9365629,2.19,15461.0,15461.0,8.09927,3689.0,0.61,4.64,0.7501389168825672
APC,8.22388,1.834,16190.0,16190.0,12.4698,5177.0,0.99,4.39,0.8471244191228132
KP,1.9617969,2.7570171,14086.214603,14086.214603,13.2107214,6026.0,1.09703,4.41,0.937615629993845
FP,2.6340964,3.477,2250.0,2250.0,4.1106,5163.2,0.83,,0.24456446047921412
PC,3.2403602,3.216,9687.0,9687.0,12.8678,6605.4,1.36,4.31,0.36924260138818443
PC,2.5266409,1.502,2690.0,2690.0,18.3972,7233.0,3.6,3.54,0.41372237057733136
FP,5.0859432,2.57,7091.0,7091.0,13.8966,6360.4,1.48,,-0.20819792837449055
PC,1.8048106,4.3641932,4555.9682539,4555.9682539,14.8028768,5972.0,2.1619599,3.81,0.719505467027784
KP,4.2186625,3.2580998,18527.6525232,18527.6525232,13.6976778,5425.9,1.0068901,4.41,0.7345771243563374
PC,3.7330471,5.863,22330.0,22330.0,,5579.5,,,0.8484722909164238
PC,4.9276886,1.7461195,13381.8682851,13381.8682851,21.6677618,5263.0,1.1462801,4.27,0.6306071955492005
PC,5.7208592,3.034,15720.0,15720.0,14.6233,5856.0,1.13,4.36,1.003048678883663
PC,0.4941631,0.916,536.0,536.0,3.325,6219.7,1.33,,-0.6571005025464928
PC,1.2205315,1.867,3898.0,3898.0,43.2978,8273.0,3.49,3.66,0.3527005384666016
PC,5.7361495,4.718,11834.0,11834.0,,5668.6,,,1.08851600397851
PC,4.084447,1.829,20681.0,20681.0,14.1047,5458.0,0.96,4.45,0.623929103480858
FP,1.5492212,2.287,1420.0,1420.0,6.80431,8364.0,1.78,4.25,-0.3779685074697032
PC,1.831733,2.006,2188.0,2188.0,12.5113,7308.0,2.7,3.79,0.35894976223697705
PC,2.959842,2.53,11248.0,11248.0,12.6502,5585.0,1.13,4.33,0.7886145299001763
PC,2.1795448,2.523,24110.0,24110.0,21.4131,5840.0,1.42,4.15,1.1162699095469437
PC,3.1116107,2.729,2590.0,2590.0,,,,,0.48313776794827085
PC,2.923461,3.379,5092.0,5092.0,15.738,5858.5,2.4,3.7,0.9074110484370277
PC,3.2637419,1.977,8150.0,8150.0,13.3617,6016.1,1.42,4.18,0.9638378630695397
APC,12.11028,3.335,35060.0,35060.0,34.1747,5808.0,1.29,4.23,1.0417693595001098
PC,1.7556768,2.071,12260.0,12260.0,13.529,5670.5,1.19,,1.076568958535144
PC,1.5244603,1.665,1648.0,1648.0,14.6878,6714.1,1.85,4.06,-0.0500067933243865
PC,3.4796904,3.691,3796.0,3796.0,16.6632,6841.0,2.97,3.66,0.10910334522136003
PC,4.6017262,1.471,14162.0,14162.0,13.5575,5981.0,1.12,4.38,0.8802698118656893
PC,2.277182,1.675,5220.0,5220.0,8.26117,5622.0,1.12,4.34,0.7019831337108471
APC,3.3325651,2.146,12600.0,12600.0,24.4764,6229.9,1.5,,0.3838853904187718
PC,5.5122277,2.82,10785.0,10785.0,12.2781,5587.5,1.18,4.29,0.9994339318007983
PC,4.0898871,2.736,30000.0,30000.0,15.4339,6191.8,1.11,,0.4681886444191364
FP,3.1004285,3.513,12784.0,12784.0,,8951.0,,,0.667428602274651
FP,2.3882776,3.102,12572.0,12572.0,18.5453,5097.0,0.87,4.5,1.1848275703219502
PC,1.7025848,1.848351,7466.6719822,7466.6719822,11.8582247,5504.0,1.27966,4.21,1.2154610201767344
PC,3.9497635,1.9011439,8478.1708441,8478.1708441,18.2571108,6373.0,1.44338,4.22,0.7717661324800442
PC,2.6480838,3.42,11090.0,11090.0,,,,,0.7762998830585526
PC,9.9908116,3.566,4620.0,4620.0,13.9288,7934.0,2.02,,-0.5266020061651141
FP,3.5639862,2.135,2126.0,2126.0,10.1033,6940.9,2.41,3.85,0.01708046185758941
PC,3.2975093,2.511,13404.0,13404.0,12.8987,5556.0,1.18,4.29,0.8247620007288209
PC,0.8746494,1.576,1910.0,1910.0,3.71319,4977.4,0.81,4.54,0.5630910720692576
KP,4.4085194,3.3016793,8977.0354304,8977.0354304,12.4986982,5961.2,1.2983299,4.25,-0.07261427931721762
PC,5.4439776,2.9570233,9179.0608475,9179.0608475,16.8830792,5717.0,1.41985,4.14,0.9272002570432176
PC,0.7415247,1.196,2342.0,2342.0,13.5277,5921.0,2.73,3.6,-0.16414702748331175
PC,1.2126653,1.356,5132.0,5132.0,10.8168,5958.7,1.51,,1.1468420925020186
FP,4.7150255,3.302,4566.0,4566.0,17.6148,5756.9,1.2,3.9,-1.115278885334524
PC,2.1947767,2.1045072,7174.209618,7174.209618,13.7928815,5601.5,1.05234,4.39,0.7857962525135351
PC,1.7266138,1.067,12043.0,12043.0,16.1222,5972.0,1.41,4.18,0.8732853852987985
FP,2.4254068,3.323,1910.0,1910.0,11.0715,8290.0,2.51,3.95,-0.20139730250672916
PC,2.2390796,2.781,17069.0,17069.0,16.4201,5615.0,1.29,4.21,1.0339271963372851
PC,4.4619426,3.232,10390.0,10390.0,13.0569,5854.0,1.36,4.2,0.9583238420956784
PC,5.9577768,4.6924078,12419.1287881,12419.1287881,12.4756295,5219.0,1.12249,4.29,1.144942818611022
PC,1.9341469,1.676,9465.0,9465.0,,4828.4,,,1.083185783703777
FP,3.6923071,1.139,14130.0,14130.0,14.2002,8469.0,1.1,4.68,0.2558375700257755
FP,4.8542148,5.588206,7842.3157995,7842.3157995,18.9133256,7259.3,2.0394399,4.03,-0.5982842788253078
PC,5.9664078,2.816,20351.0,20351.0,12.7661,5418.0,0.89,4.51,0.781691370232995
FP,1.38665,2.238,24680.0,24680.0,15.5656,5444.0,0.93,4.48,-0.03934635277492262
APC,1.7054246,1.021,3781.0,3781.0,14.1638,6304.0,2.24,3.83,-0.12585521516483195
KP,4.6401269,3.0320144,9954.9098835,9954.9098835,10.2407443,5191.0,1.00936,4.37,0.11553636969086488
PC,3.3462671,3.625,4070.0,4070.0,12.1727,5501.0,1.91,3.86,-0.15023944124923966
PC,1.3697115,1.951,3867.0,3867.0,20.6045,7321.3,2.15,3.99,-0.07745436439427307
FP,3.105654,1.999,12400.0,12400.0,17.6225,6241.0,1.44,4.2,1.093294822155856
PC,4.9777448,2.891,13389.0,13389.0,12.9782,5785.0,1.21,4.29,1.0488150529667102
PC,5.0778064,3.6413963,14469.3182017,14469.3182017,14.9343184,5262.0,1.24347,4.2,-0.19955929551544208
PC,4.4543921,6.186,18251.0,18251.0,,5854.0,,,1.1189043862344554
CP,3.246208,3.4201513,9405.9910446,9405.9910446,13.2996429,6088.0,1.34548,4.24,0.17122798152686164
PC,2.4145007,2.272,7472.5714594,7472.5714594,15.7019,6391.0,1.67,4.1,0.9431909178674156
PC,5.4640119,2.928,3785.0,3785.0,,,,,-1.4671101836066878
PC,10.0755592,1.066,5820.0,5820.0,8.169,4798.6,0.97,4.36,0.20700785095724958
PC,3.3411398,3.244,15431.0,15431.0,15.9091,6702.0,1.3,4.36,0.6821326582049466
PC,3.3210331,4.684,10206.0,10206.0,,5218.2,,,1.096664501639882
CP,9.0881638,3.402,24660.0,24660.0,12.8974,5211.0,0.8,4.58,-0.08872747394083337
PC,2.5400911,1.668,4260.0,4260.0,5.00683,4245.0,0.77,4.49,0.6739841605435746
APC,0.6041576,1.426,4997.0,4997.0,28.9099,6231.0,1.97,3.93,1.1230092685149968
PC,4.4236103,4.356,5831.0,5831.0,13.1733,6120.1,1.86,3.96,0.5636424741666435
APC,9.9441709,2.698,15252.0,15252.0,22.7702,5252.0,1.37,4.12,0.12233699555862737
PC,2.3467263,4.2923576,6652.2691917,6652.2691917,15.2126883,6121.8,1.78044,4.0,0.5662156839544448
PC,3.0423931,2.7491505,10703.7246212,10703.7246212,18.1780385,7046.0,1.65768,4.19,0.7435833586136434
PC,4.0463709,3.0383534,27706.6329031,27706.6329031,18.1541478,5805.0,1.05486,4.41,1.1944464735763527
PC,4.4184429,3.2423132,12333.3914621,12333.3914621,12.8324877,6166.0,1.11999,4.41,0.7675387164000841
PC,4.2605739,2.5821706,20069.2666289,20069.2666289,15.3220568,5457.0,1.0759,4.35,1.1441463489147974
PC,2.2842184,1.07,8675.0,8675.0,,4930.6,,,0.5388906466839781
PC,3.8901335,4.0827715,6927.6783585,6927.6783585,19.0494736,6530.0,2.2370601,3.87,0.4910411980108052
PC,1.3944879,1.8149062,12737.547033,12737.547033,18.0998636,5483.9,0.965059,4.45,1.0690943967705766
KP,1.9025032,1.6652986,10717.8931836,10717.8931836,11.3732439,5464.2,1.02592,4.4,0.5015178378611419
PC,4.3701795,3.7808822,15001.3632154,15001.3632154,15.4523265,6647.1,1.23067,4.4,1.138632327940936
PC,4.9107194,4.445,8240.0,8240.0,14.9335,6302.0,1.66,4.09,1.008378899158395
PC,7.27299,4.323,13820.0,13820.0,13.3662,5400.0,1.13,4.3,0.2541220968339073
PC,3.2509846,2.2931885,10852.369209,10852.369209,,,,,1.0657247172865505
PC,3.4813814,2.2906804,5175.9836967,5175.9836967,6.5778157,5389.0,0.910221,4.49,0.6737390929447369
PC,2.4802272,3.51,8420.0,8420.0,15.7506,6267.0,1.72,4.06,1.1082439456849906
PC,3.0108217,1.723,8840.0,8840.0,18.2459,5983.0,1.89,3.93,1.0713612720598307
PC,1.5224706,1.3423331,8545.4542713,8545.4542713,7.53174,4654.3,0.8,,1.1505793733843022
PC,10.4401778,2.783,14120.0,14120.0,11.2253,4571.1,0.89,4.4,0.5748543168134944
CP,2.1547472,1.6582238,49552.1823437,49552.1823437,11.6102486,3538.0,0.50843,4.73,0.987180551858885
PC,2.4713543,2.3649813,8215.1143339,8215.1143339,21.0203111,6351.8,2.0498199,,0.833216832888741
PC,6.0985856,6.711,29180.0,29180.0,,4740.0,,,0.46242955584643736
APC,10.1182835,2.645,3120.0,3120.0,10.4862,7253.0,1.82,4.13,0.010708704287795072
PC,4.230596,4.263,3770.0,3770.0,12.1709,6455.1,2.02,3.94,0.3639123811134525
PC,1.2222265,1.5952613,7777.4504416,7777.4504416,13.3612412,6629.1,1.47816,4.24,0.7755646802620384
APC,1.1202752,2.095,17470.0,17470.0,17.524,5769.7,0.99,4.42,0.2863484860811399
PC,4.7378265,1.7442136,3331.699976,3331.699976,20.9386989,6533.0,2.6408801,3.72,-0.07935363828526959
PC,3.5411235,3.0771407,8736.2229728,8736.2229728,10.2150358,5151.0,1.09532,4.3,0.6945698388459892
PC,1.0788649,1.9801943,32197.0916181,32197.0916181,18.4561494,4920.0,1.31,,0.9938586439272276
PC,3.9442027,3.269,13590.0,13590.0,14.6517,6518.1,1.22,4.39,1.065234582088874
PC,,6.092,8780.0,8780.0,13.5121,6523.0,1.39,4.28,0.08416771703956641
FP,4.7262208,3.2344044,9512.9165619,9512.9165619,12.4034204,5947.0,1.1428699,4.36,0.962612525075348
PC,4.8404431,2.6166045,27037.3771224,27037.3771224,17.700332,5925.1,1.04742,4.43,0.9282417943382811
PC,13.3988634,4.3926223,6620.0882527,6620.0882527,12.8019377,6475.0,1.46637,4.23,0.04906178350598431
FP,6.5019596,3.078,7130.0,7130.0,,13253.0,,,-0.23252088755918884
PC,8.1744382,2.6721445,22628.9295034,22628.9295034,,5051.3,,,0.8600517349615312
FP,1.632,1.466,5500.0,5500.0,9.24379,5997.0,1.11,4.39,1.0569022837283728
PC,2.5404529,4.8434159,15551.1793793,15551.1793793,,4837.0,,,0.9722314283297505
APC,5.6619072,2.149,4350.0,4350.0,10.5138,6294.0,1.37,,-0.33740981986196916
PC,2.9594651,3.84,2460.0,2460.0,17.5182,6633.2,2.35,3.84,0.5181824345821435
FP,2.1263167,2.6213684,7318.4567789,7318.4567789,22.1075367,6361.4,2.2823701,3.83,0.6590963039141495
PC,2.141186,2.7636092,10052.7515924,10052.7515924,,4880.9,,,1.1148607708536236
PC,3.3526843,3.9579058,11429.0738935,11429.0738935,11.1102207,6245.0,1.0157599,4.51,-0.15967454380451285
PC,2.2091186,3.2100502,11835.254258,11835.254258,20.0456418,6876.0,1.79471,4.1,1.0804287732168463
PC,5.5609997,4.204,9170.0,9170.0,15.2954,5863.0,1.58,4.07,-0.041368160465338
PC,4.3847594,4.7104727,8783.8532254,8783.8532254,17.2316994,6806.6,1.75577,4.12,0.3592560967355253
PC,3.4471559,3.7435577,9497.7556385,9497.7556385,16.6194574,6083.0,1.67828,4.05,0.9455803269560886
PC,5.4820954,4.4375744,8403.0676421,8403.0676421,13.3111519,5719.0,1.28194,4.23,0.8797796766680128
FA,2.0449361,2.732,29540.0,29540.0,21.3235,6247.6,1.22,,0.8051565928217591
PC,2.0449545,2.763,36060.0,36060.0,18.9624,5086.8,0.97,,0.9412916439764181
FP,8.9279009,3.278,49560.0,49560.0,15.0384,3916.0,0.67,4.59,0.8072396674118839
PC,2.1186344,2.553,4200.0,4200.0,,3898.0,,,0.7272250963911889
PC,3.9010509,4.2743803,3017.5555289,3017.5555289,15.3760904,6257.0,2.7449501,3.65,0.5174472317856293
PC,1.6883103,2.674,7400.0,7400.0,7.5805,4830.0,0.9,4.42,0.9695969516422387
FP,1.8012697,3.182,1800.0,1800.0,3.19942,4570.0,0.75,4.54,0.12037645476792143
PC,1.5503072,2.3242495,4601.821312,4601.821312,15.625642,7747.0,1.98568,4.1,0.6173735452119343
PC,2.3753009,1.502194,9683.8865565,9683.8865565,14.7510708,6087.0,1.43317,4.18,1.0063570914679796
PC,1.8751894,2.798,9200.0,9200.0,14.0349,5410.0,1.5,4.06,1.0314765203489027
PC,9.4546478,10.2947735,1354.9261507,1354.9261507,12.7656513,5001.6,3.2739301,,-0.6841804722181217
PC,12.4844641,2.827,17130.0,17130.0,8.49489,3815.0,0.63,4.63,0.8716311790066398
PC,2.9157041,3.375,12630.0,12630.0,13.8344,6400.6,1.2,4.39,0.8079748702083992
PC,2.8054221,3.6911464,7470.2865035,7470.2865035,,4879.0,,,0.81636843546861
FP,3.6502527,2.506,9000.0,9000.0,21.323,6630.3,1.95,4.0,0.5326414229136016
PC,2.5312823,4.428,1320.0,1320.0,11.7709,6170.0,2.98,3.56,0.20437337426973778
CP,5.5455798,3.1170996,8040.2832674,8040.2832674,10.3353813,5354.0,1.07607,4.34,0.31563406414231354
APC,4.4236732,1.4711492,10682.1531772,10682.1531772,12.6262986,6096.0,1.06163,4.44,-0.005281956536402921
CP,3.4391954,1.6681096,32914.4087358,32914.4087358,12.4377309,3902.0,0.637223,4.62,0.9937361101278087
PC,3.4177514,3.415,10160.0,10160.0,15.3577,5868.0,1.52,4.1,0.6035272258775716
FP,1.6882863,2.636,5190.0,5190.0,,,,,0.7671711150018276
PC,2.7509863,1.998979,10686.8965192,10686.8965192,12.6685799,5317.0,1.0711401,4.34,0.5430567958642288
APC,0.5318566,0.955,15890.0,15890.0,,4852.0,,,0.8874380391317084
PC,25.8944827,2.136,27610.0,27610.0,17.6301,4375.0,0.74,4.53,0.7884919961007564
PC,0.6843601,0.762,720.0,720.0,6.83269,6779.0,2.17,3.93,-0.5370786460154496
PC,2.0042661,3.2004171,8701.8905063,8701.8905063,17.4679856,7284.0,1.8149,4.14,0.5833091489734146
PC,6.5718534,2.4724722,8510.3680527,8510.3680527,17.2374292,4773.0,1.89337,,0.6314036652454252
PC,3.1479532,3.3502554,10550.5908783,10550.5908783,17.745577,7298.0,1.63943,4.23,0.1284024186298746
PC,3.5414573,2.83,5930.0,5930.0,7.74182,5244.0,0.99,4.4,0.9424557150709003
PC,2.3907751,4.1827898,10809.3425575,10809.3425575,21.8606641,5382.0,2.0989001,3.76,1.173003058678004
PC,2.1803154,2.6629308,8016.0263872,8016.0263872,18.3770154,7166.0,1.9933,4.04,0.8712635776083831
PC,10.3380912,3.972,6750.0,6750.0,14.0125,6650.0,1.7,4.12,-0.6287951948806731
FP,1.55028,1.571,23529.8,23529.8,14.723,5039.5,0.87,,0.2653339394807582
PC,0.9183768,1.009,6480.0,6480.0,7.7093,5176.0,0.9,4.47,1.1682242405006569
PC,3.6238662,2.723108,11798.1114337,11798.1114337,16.4563404,6717.3,1.39527,4.3,0.9689842826451434
PC,4.1689145,2.1905198,7081.4201521,7081.4201521,7.3156426,5119.0,0.874119,4.49,0.6598927736103742
PC,2.9508097,2.1699793,8878.2030994,8878.2030994,19.4435142,5823.8,1.70744,3.99,0.6052426990694398
PC,1.5970752,1.313,15510.0,15510.0,,,,,1.1052418675992222
PC,5.3868381,3.225,18740.0,18740.0,15.8461,5915.0,1.13,4.37,0.981421463286185
APC,1.3312309,1.396,7150.0,7150.0,12.5661,5247.2,0.66,,0.8232915951357914
PC,2.3365744,2.53,4580.0,4580.0,9.51324,6545.0,1.41,4.27,1.0000466007978936
PC,5.6089886,2.7514799,7494.8820162,7494.8820162,8.1185589,5353.3,0.927391,4.47,0.8934421953032462
PC,1.6180578,1.8204969,17254.7980935,17254.7980935,,,,,1.1352013815572006
FP,3.10926,2.506,5448.84,5448.84,9.58224,5894.0,1.18,4.32,0.944232455162478
PC,1.4005308,2.1755276,21518.3969126,21518.3969126,15.9952422,5765.0,1.06059,4.4,1.1689594432971722
FP,3.2583798,2.196,4800.0,4800.0,6.27906,4992.1,0.9,4.44,0.4996798308698548
APC,10.3918699,1.167,4800.0,4800.0,13.0244,6683.0,1.69,4.13,0.27636198142848073
PC,6.1080224,4.68,7840.0,7840.0,12.8902,6204.0,1.48,4.17,0.7834681103245716
PC,4.9386676,3.2881257,4880.2549784,4880.2549784,21.2842391,5646.0,3.0218699,3.48,1.057943821023435
CP,4.6747218,1.61,8200.0,8200.0,4.73219,3502.0,0.5,4.74,0.571300836630339
APC,2.1040634,1.38,3200.0,3200.0,14.9729,5973.3,1.54,4.1,0.47756248007470015
PC,4.8163162,3.5830779,15809.0676843,15809.0676843,14.751756,5290.0,1.1743,4.26,1.123744471311511
PC,3.0923729,3.061,7200.0,7200.0,15.1739,6510.2,1.76,4.07,-0.14196840978844769
PC,4.120004,1.9086349,13334.2651359,13334.2651359,10.4236143,5497.6,0.902842,4.51,0.9626737919750574
FP,0.91677,1.337,276.272,276.272,3.12766,5825.0,1.71,4.04,-1.0117745849651807
FP,13.247777,3.301,13420.0,13420.0,11.7716,5373.8,0.89,4.51,-0.2156112232393484
PC,3.1833919,2.017,9850.0,9850.0,13.8362,6405.0,1.39,4.27,0.009115764895345671
APC,0.7729066,1.109,2850.0,2850.0,6.51984,6125.0,1.19,4.35,0.7487297781892471
PC,3.2551315,2.3440735,14394.4055364,14394.4055364,17.8868067,6433.0,1.3329901,4.3,0.9841172068734062
FA,2.2019606,4.326,960.0,960.0,3.97533,6269.0,1.35,4.26,0.5178761000835964
FP,2.8300213,1.646,3790.0,3790.0,6.47417,6205.0,1.01,4.51,0.4118843635860443
FP,14.9857436,5.8,9980.0,9980.0,9.39924,5279.0,0.86,4.52,0.045875904721086595
PC,17.6229161,2.976,8430.0,8430.0,11.2819,5973.8,1.21,4.31,0.14365787665755622
PC,2.6797436,2.0292672,9857.9233831,9857.9233831,12.2250402,5573.0,1.07552,4.37,0.7413777502240987
FP,8.2064867,2.9678542,29281.2259569,29281.2259569,14.6693181,5236.1,0.824569,4.55,0.7013091978140423
PC,0.5045539,1.0056629,18806.2299248,18806.2299248,18.3768141,5227.0,1.0,,1.188013449106848
PC,1.6667559,2.35,1730.0,1730.0,5.73913,7189.4,1.4,4.35,0.09862670537102443
PC,5.8677921,3.400512,14083.5242428,14083.5242428,12.8354727,5565.6,1.04333,4.39,0.8428357361431437
PC,1.4658218,1.294,8700.0,8700.0,12.9122,5586.0,1.36,4.17,0.6071419729604364
PC,2.5492773,2.301,3970.0,3970.0,13.2377,6862.4,2.07,3.98,0.38713253610337894
PC,3.2905683,2.7899266,18079.622642,18079.622642,14.6087971,5689.0,1.06203,4.39,0.9549541626116524
PC,3.8960447,2.15,13340.0,13340.0,12.1478,5295.0,1.02,4.38,0.7114795031658298
APC,2.9859012,1.205,4150.0,4150.0,14.0883,6709.5,1.94,4.02,0.2170556225096192
CP,2.8989758,1.307,3680.0,3680.0,10.0928,5908.0,1.47,4.13,0.010953771886632772
FP,3.6754815,2.3005775,9843.1330115,9843.1330115,22.3487036,6305.0,1.4902101,4.18,0.41041395799301483
PC,3.6346303,2.728,25220.0,25220.0,13.6402,5058.0,0.85,4.51,0.9078399167349948
FP,4.89577,2.478,360.0,360.0,3.30734,5883.0,1.77,,-2.673884307186043
FP,1.0590994,0.9853402,5155.2973108,5155.2973108,10.6616565,9332.0,1.42848,4.5,1.055125543636795
PC,2.9594596,0.706,2140.0,2140.0,7.75397,5560.0,1.19,4.28,-0.09411896111527583
PC,3.8850001,2.8815405,18102.202403,18102.202403,12.1627174,5382.2,0.89315,4.51,0.5539010371128221
PC,3.7178656,3.2262534,11274.5959098,11274.5959098,13.6754452,6268.0,1.23586,4.34,1.153213850071813
PC,4.9513106,4.1704262,8623.7001528,8623.7001528,14.0040077,5914.0,1.43625,4.16,0.5728325091230779
PC,4.8709815,4.437,12380.0,12380.0,21.2108,5908.0,1.87,3.92,0.5105853390181574
PC,1.0358225,1.191,6610.0,6610.0,10.1292,6180.0,1.14,4.4,1.172022788282651
PC,4.8504819,4.9957058,6852.3350469,6852.3350469,17.4413086,6313.0,2.05899,3.9,0.9699645530404963
PC,3.2371501,3.3511315,10146.6837063,10146.6837063,13.8548638,5800.1,1.35302,4.19,1.0169562651177342
CP,3.244299,2.6887498,5692.0048309,5692.0048309,12.9273057,5999.0,1.5585901,4.1,0.25645023902287084
FP,0.4568,0.548,3428.7,3428.7,6.64264,5777.0,1.03,4.35,0.7099478306730909
PC,5.4290781,3.1018506,7391.6084773,7391.6084773,24.5471729,6403.0,1.86967,4.01,-0.0046692875393064956
PC,2.5972551,2.7403458,9907.4814267,9907.4814267,23.7348191,7054.0,2.1075301,3.98,0.9023871626608428
PC,3.1235179,2.7145235,15459.8027576,15459.8027576,13.2914966,5376.0,1.04447,4.37,0.4743766012898035
