category,transit_period,transit_duration,transit_depth,transit_depth,planet_radius,star_temperature,star_radius,star_surface_gravity,star_brightness
PC,3.4859402,1.532,11410.0,11410.0,14.101,5941.0,1.18,4.33,1.0194069411061175
CP,2.3505698,2.768,11210.0,11210.0,12.9823,5356.0,1.22,,0.22943153625095133
PC,4.3497551,3.704,1710.0,1710.0,7.82395,5667.3,1.88,4.35,0.06425597463395652
PC,5.4913314,5.3710583,34135.0717572,34135.0717572,,6364.0,,,1.1993478255531176
APC,1.3287182,1.7017624,9179.5074187,9179.5074187,21.995993,6273.0,1.67606,4.08,0.732984184963888
PC,3.5910692,2.891,29100.0,29100.0,18.7998,5736.0,1.09,4.38,1.1719615213829404
CP,3.6015056,3.024,13630.0,13630.0,12.3972,6055.0,1.03,4.46,0.7287567688839278
PC,4.8701613,2.623,12330.0,12330.0,6.13443,5268.0,0.55,4.92,1.1840311006257254
PC,3.4287311,2.3,34250.0,34250.0,16.9576,5231.0,0.91,4.47,1.2299812754079018
APC,9.162268,2.067,20340.0,20340.0,11.8107,4935.8,0.75,4.59,0.22532665397041007
PC,3.8996784,4.668,3420.0,3420.0,12.1415,6382.0,2.01,3.94,0.8538637780908651
PC,3.2783445,3.657,3140.0,3140.0,8.32327,5940.7,1.49,4.13,0.30901723897367933
FP,1.6709011,2.2820392,1210.5574745,1210.5574745,5.3730452,7051.0,1.2684,4.42,-0.43604952839437294
PC,1.8865581,1.699,3150.0,3150.0,7.71451,5564.2,1.36,,0.5282302061345132
PC,3.1228396,2.18,28060.0,28060.0,13.4539,4262.0,0.77,4.49,0.7024120020088142
PC,5.7217124,3.7733987,5455.5856088,5455.5856088,9.1008936,5541.0,1.19313,4.28,0.4517691152969724
PC,7.4659746,2.396,3570.0,3570.0,15.9063,6439.0,1.95,3.97,0.28132460030495504
PC,5.5809252,2.545,10780.0,10780.0,8.10167,4455.0,0.76,4.53,0.7065781511890649
PC,3.00782,3.503,6510.0,6510.0,12.7824,5999.1,1.54,4.11,0.2505686166507519
PC,2.3378096,2.307,6880.0,6880.0,,,,,1.222139112245077
PC,4.0257967,1.945,7390.0,7390.0,,9045.0,,,0.35790822494191465
PC,1.6566182,2.847,12290.0,12290.0,15.7246,6504.0,1.38,4.28,0.7549177350599132
PC,2.3627442,3.095,1870.0,1870.0,5.15542,5939.0,1.18,4.32,0.07289460749300611
PC,2.2060441,4.1301608,7122.1032213,7122.1032213,18.0034887,6313.0,2.0898499,3.89,0.5060515884396491
PC,1.5297119,2.297,2410.0,2410.0,9.91839,6683.0,2.05,3.96,0.596971667608648
FP,5.1627718,3.139,19050.0,19050.0,15.0573,6749.0,1.08,4.53,0.8243331324308538
FP,2.75753,1.376,1071.45,1071.45,6.99891,5776.5,1.94,2.99,-0.44425929295545546
PC,5.20807,3.249,29630.0,29630.0,16.3192,5836.5,0.94,4.51,0.7548564681602038
FP,2.090218,3.329,8180.0,8180.0,19.2766,6328.0,2.08,,0.9226665064647104
PC,7.7971071,1.873,23150.0,23150.0,22.9819,4978.0,1.47,,1.0607620984100752
PC,1.6224281,2.013,1250.0,1250.0,7.12755,7517.0,1.98,4.08,0.2204253019936452
FP,3.2891219,2.948,8100.0,8100.0,15.1457,6947.0,1.64,4.19,0.5468553436462219
FP,2.0958074,2.992,2350.0,2350.0,7.63843,6793.0,1.6,4.2,0.4808708926590167
PC,8.61346,2.349,12840.0,12840.0,20.6812,6595.0,1.6,4.17,0.24542219707514826
PC,4.2768515,4.586,5000.0,5000.0,12.027,5691.0,1.73,3.96,0.9793383886960602
FP,3.9678136,4.238,760.0,760.0,2.81756,6138.0,1.03,4.48,-0.2153661556405096
PC,3.365343,3.352,7700.0,7700.0,16.7174,9582.0,1.83,4.3,0.8259260718233021
PC,3.7440143,2.9949786,1773.5844948,1773.5844948,7.2887349,6048.0,1.7045799,4.03,0.3091397727730993
PC,9.5537684,3.414,18260.0,18260.0,18.0441,5816.0,1.27,4.25,0.24615739987166352
PC,1.8418712,1.633,10500.0,10500.0,,5952.0,,,1.0308638513518062
PC,3.0920297,4.0267639,63491.9490893,63491.9490893,,5804.0,,,1.3432637729708918
PC,5.4722557,6.366,1800.0,1800.0,11.5748,5847.0,2.8,3.57,0.6965303796366952
PC,1.7946783,3.306,2860.0,2860.0,8.71041,6351.0,1.68,4.09,1.0377257441192782
PC,4.2745762,4.288,3620.0,3620.0,10.7453,6375.0,1.79,4.04,1.029270911959358
PC,5.1139634,2.24,7090.0,7090.0,12.9912,6451.0,1.49,4.21,0.9930621742310028
PC,3.052529,3.333,14090.0,14090.0,16.9171,6802.0,1.38,4.32,0.5994223435970304
FP,6.5832019,3.135,5280.0,5280.0,7.13313,5809.0,0.97,4.48,0.7462178353011553
PC,5.9594909,2.201,15090.0,15090.0,12.8042,5950.0,1.0,4.47,1.1760664036634818
PC,6.70145,1.579,10940.0,10940.0,8.15246,4130.0,0.74,4.51,0.8380569179657965
PC,3.0327366,2.548,12000.0,12000.0,19.6858,7124.0,1.79,4.13,1.1473934945994044
PC,11.2645152,5.778,10110.0,10110.0,,5869.8,,,1.2209137742508853
PC,8.990904,1.78,6500.0,6500.0,10.4018,5354.0,1.07,4.35,0.13452910860083123
CP,3.9014904,4.83,9050.0,9050.0,16.2567,5512.0,1.69,3.97,-0.048413853931938186
PC,2.5071775,3.0618698,14812.1573416,14812.1573416,14.7740421,5996.0,1.1625,4.35,1.224099653035783
PC,3.6794732,4.13,6360.0,6360.0,11.3997,5823.0,1.42,4.15,1.1755762684658053
PC,4.8206566,4.468,17740.0,17740.0,15.025,6002.0,1.13,4.38,0.7896560671952387
PC,3.3794034,3.332,3610.0,3610.0,10.0889,6072.0,1.67,4.04,0.4039196666238005
PC,3.0525705,4.811,8760.0,8760.0,,4817.8,,,0.9476634015462134
PC,2.0252285,5.2098256,2725.4212975,2725.4212975,,3600.5,,,-0.4522239899176992
KP,3.5608112,3.389,4890.0,4890.0,10.4972,5659.0,1.47,4.1,0.28028306300989264
PC,2.1510781,2.355,16930.0,16930.0,,5769.0,,,0.7598190870366791
PC,3.9935853,2.846,19930.0,19930.0,21.2425,5709.0,0.94,4.5,0.537052639692691
PC,3.4677103,2.234,10000.0,10000.0,12.3649,5645.0,1.18,4.29,1.046977045975423
APC,3.9982381,2.867,53030.0,53030.0,20.4596,5509.0,0.88,4.53,1.237455837172469
PC,1.4032876,2.534,12010.0,12010.0,,5649.5,,,1.0461805762791982
PC,5.2803048,2.752,14540.0,14540.0,,,,,0.9754785740143577
FP,0.3859142,1.189,5590.0,5590.0,7.76491,6721.0,1.05,4.55,1.1707974502884593
PC,2.1357662,3.272,13310.0,13310.0,18.0173,7428.0,1.52,4.3,0.969351884043401
PC,2.9677851,3.539855,18226.8366329,18226.8366329,24.1966313,6185.0,1.58557,4.11,1.2251411903308453
PC,3.412893,2.6,15960.0,15960.0,14.5305,5691.0,1.13,4.33,0.5622946023730329
FP,2.24172,3.989,23700.0,23700.0,28.4732,6292.0,1.88,3.98,0.5824514123774804
PC,3.5366051,2.587,12660.0,12660.0,13.8209,6026.0,1.19,4.34,0.37671716315275167
PC,2.9599541,3.523,7190.0,7190.0,15.9636,6267.7,1.84,4.0,-0.18902138876539595
PC,2.7559464,3.255,4130.0,4130.0,,6277.0,,,0.7142365136527604
PC,2.3725483,1.543,5010.0,5010.0,14.8302,6019.0,2.08,3.85,1.0794485028214933
FP,13.2681095,3.554,2140.0,2140.0,11.9718,6364.0,2.48,3.75,-0.03370979800164138
PC,2.3304358,3.528,9320.0,9320.0,17.6763,7763.0,1.77,4.21,0.15523732070266474
PC,4.1343989,3.051,18320.0,18320.0,18.5459,6320.0,1.35,4.27,0.9931847080304228
PC,2.7020875,3.116,10040.0,10040.0,15.6063,7798.0,1.57,4.31,0.9438035868645109
PC,5.7672677,4.173,29540.0,29540.0,,,,,0.4915926001081911
FP,1.3168344,0.733,3640.0,3640.0,,5211.7,,,0.5179373669833058
PC,9.94915,3.968,22920.0,22920.0,24.5989,5852.0,1.65,4.03,0.4690463810150705
PC,5.939725,1.481,6600.0,6600.0,14.4394,5568.0,1.55,4.05,0.7564494075526532
PC,2.9489639,2.278,2730.0,2730.0,11.3327,6506.0,2.15,3.9,0.31440872614812176
PC,2.3097953,3.185,4000.0,4000.0,12.6197,7300.0,2.01,4.05,0.5910287783368195
PC,2.9919962,2.614,17170.0,17170.0,13.6621,5247.0,1.01,4.39,0.5148127550981175
PC,2.8281656,3.15,22180.0,22180.0,17.6399,6412.2,1.16,,0.8062593970165309
PC,1.3071566,1.108,3100.0,3100.0,11.1657,5958.0,0.96,4.51,0.5036009124512667
PC,1.8092906,1.983,15830.0,15830.0,23.2306,6905.0,1.77,4.12,1.0493051881643867
APC,0.58007,1.338,16320.0,16320.0,16.4382,6875.0,1.33,4.37,1.1521723127767505
PC,2.3483946,2.375,2930.0,2930.0,19.5614,6155.0,1.82,3.98,0.5777338610998438
FP,1.3934565,2.809,2530.0,2530.0,,3301.0,,,-0.2221667815082721
KP,4.6027498,4.2702334,7456.7037756,7456.7037756,11.7236575,5909.0,1.3408999,4.21,0.12062152236675912
FP,0.5465391,1.6114979,3122.1584293,3122.1584293,9.5365498,6091.0,1.66057,4.05,1.2200560376549512
PC,1.3185787,1.748,5930.0,5930.0,,6040.0,,,1.1806614211416995
PC,4.865928,5.323532,10758.3826821,10758.3826821,15.177757,6137.0,1.21215,4.34,1.1968358826650258
PC,1.9512921,4.7888548,6702.5267443,6702.5267443,,,,,0.6320163342425206
PC,0.6771668,1.4,1095.0,1095.0,,3194.0,,,-0.6933705071745572
PC,1.6995805,2.305,6740.0,6740.0,11.1546,9626.0,1.35,4.56,1.1192107207330027
PC,12.2027867,2.428,7070.0,7070.0,9.74784,6454.0,1.13,4.45,-0.0009932735567322942
APC,7.4365725,2.774,5020.0,5020.0,17.5053,9230.0,2.29,4.09,0.07485514828371205
PC,1.5959199,1.539,20720.0,20720.0,,6809.2,,,0.7421742199203234
PC,3.8277062,0.899,3610.0,3610.0,7.97984,6610.0,1.18,4.44,-0.06526225135206921
PC,6.1668344,2.2619245,13145.6121347,13145.6121347,17.0195741,5747.0,1.2815599,4.24,0.9532999563194936
PC,0.6587178,1.576,7010.0,7010.0,20.2415,6520.0,2.41,3.8,1.1082439456849906
CP,1.2669382,1.93,2580.0,2580.0,7.13535,6296.0,1.36,4.26,0.18795384514757382
PC,2.9828061,4.28,7320.0,7320.0,15.4283,6879.0,1.81,4.09,1.0435460995916865
PC,3.1420872,1.884,13090.0,13090.0,12.6134,5417.4,1.05,4.37,0.922482705765581
PC,5.3583725,4.916,5000.0,5000.0,,,,,1.0790196345235263
PC,1.8030565,2.3,2620.0,2620.0,8.89917,5982.0,1.72,4.01,0.8607256708583371
PC,7.8595931,1.902,18530.0,18530.0,,14677.0,,,0.17337232301669694
PC,6.3599636,5.479,4400.0,4400.0,13.6678,7689.0,2.07,4.06,0.5113205418146727
PC,0.5496848,0.82,2860.0,2860.0,10.6252,7433.0,1.84,4.14,0.7379468038403633
PC,1.9892499,3.8785674,20634.2990944,20634.2990944,,,,,1.270417429216216
APC,8.3092965,2.201,17010.0,17010.0,14.2736,4801.3,0.85,,0.12190812726066032
PC,4.5744909,4.534,8890.0,8890.0,16.8715,6993.0,1.7,4.16,1.0121774469403881
PC,3.4365075,3.353,4410.0,4410.0,17.7367,5438.0,2.63,,1.0410341567035948
CP,1.9268037,1.4,2260.0,2260.0,3.42735,4249.0,0.68,4.59,0.12399120185078512
PC,2.1532179,2.072,6780.0,6780.0,25.853,5997.0,1.68,4.03,0.9241981789574493
PC,5.1057571,2.616,10840.0,10840.0,10.9206,5495.2,1.01,4.41,1.0473446473736807
FP,4.5300175,5.331,35800.0,35800.0,,9046.0,,,0.3425302331148131
PC,10.9506335,2.635,1820.0,1820.0,3.17264,4530.0,0.73,4.56,-0.10006185038710419
PC,4.1414861,2.573,7770.0,7770.0,,6920.0,,,0.47621460828109063
PC,2.6337971,2.591,4790.0,4790.0,,3946.9,,,0.8357900426765434
PC,9.3096136,2.171,11570.0,11570.0,9.9903,5229.0,0.93,,0.5515728949238585
PC,6.15733,2.7071868,12845.011488,12845.011488,,5329.0,,,0.5217359147652989
PC,6.3272169,3.667,8060.0,8060.0,,4580.9,,,0.8821690857566858
PC,2.7499877,3.84,15480.0,15480.0,22.9205,10146.0,1.77,4.36,0.23776383461145273
PC,4.4163989,1.81,7110.0,7110.0,7.89614,6273.0,0.93,4.59,0.7584099483433592
PC,4.3653308,3.456,8090.0,8090.0,14.0676,7109.0,1.57,4.24,0.8591327314658888
PC,2.8396238,2.391,10100.0,10100.0,12.199,5915.3,1.16,,0.6110630545418483
PC,4.2839945,3.08,9440.0,9440.0,9.77904,6022.0,1.03,4.46,0.9115771976172784
PC,4.4282303,2.577,17180.0,17180.0,,,,,0.9724152290288788
PC,1.3683875,1.357,8410.0,8410.0,8.79209,5000.0,0.89,,0.873775520496475
PC,4.7323433,4.1038025,15681.823373,15681.823373,17.3410428,6438.0,1.35252,4.29,-0.15244504963878439
PC,2.5543095,2.239,18680.0,18680.0,13.5543,5990.0,0.95,4.53,0.6268086477672075
PC,4.2695675,3.7002918,8610.3886424,8610.3886424,12.2342646,5798.0,1.3043,4.22,0.5240027900545531
PC,3.2907468,2.309,15760.0,15760.0,14.0568,6229.0,1.08,4.45,0.9700870868399152
PC,4.0467915,3.979,5180.0,5180.0,12.8472,5933.0,1.79,3.96,1.019897076303794
PC,3.8769776,4.526,2760.0,2760.0,,5569.2,,,0.7294307047807337
PC,4.3437796,2.774,7750.0,7750.0,11.8307,6513.0,1.32,4.32,0.783100508926315
PC,10.3069451,2.599,6340.0,6340.0,,4445.0,,,0.6534597491408694
PC,5.3332571,3.102,2020.0,2020.0,5.82279,6068.0,1.1,4.41,0.07203687089707198
PC,1.485163,1.789,4490.0,4490.0,8.99362,5506.2,1.28,,0.1947544710153363
PC,4.7343852,4.468,12440.0,12440.0,18.0528,5776.0,1.6,4.05,0.5594763249863928
PC,6.900352,2.452,10420.0,10420.0,8.86463,5205.8,0.85,4.53,0.99925013110167
FP,2.8831285,3.53,26290.0,26290.0,28.6734,,1.77,,0.563152338968967
APC,0.7962992,0.997,23170.0,23170.0,14.8058,4062.7,0.95,4.61,0.8503102979077108
FP,0.7428708,1.112,4970.0,4970.0,7.86186,5635.9,1.11,4.35,0.899875219772751
PC,4.640636,2.984,15710.0,15710.0,13.1303,4539.0,1.02,4.27,1.8953398062538074
PC,4.2842284,1.497,11830.0,11830.0,14.0459,4911.0,1.19,4.19,0.5761409217073955
PC,3.1339232,4.029,6230.0,6230.0,,5980.5,,,1.0468545121760042
PC,4.407111,2.134,9140.0,9140.0,11.7059,5478.0,1.18,4.27,0.022226881433193076
PC,2.7961137,1.604,5500.0,5500.0,7.7487,6455.0,1.06,4.51,0.6244805055782439
PC,1.6484941,2.0820857,3523.4673819,3523.4673819,9.6099784,6316.0,1.5764199,4.14,0.5228999858597801
PC,3.2689953,2.931,15890.0,15890.0,17.1329,5552.0,1.32,4.19,1.1408379363304808
PC,3.8098324,3.881,3250.0,3250.0,10.3911,5406.0,1.78,3.91,-0.06648758934626098
PC,8.907516,3.522,8610.0,8610.0,14.3733,6407.0,1.49,4.2,0.9082075181332524
APC,3.541231,2.4849489,5029.7368715,5029.7368715,10.6621914,5755.0,1.28259,4.23,0.4269560209145976
PC,7.0235956,4.739,5630.0,5630.0,,6276.0,,,0.9272002570432176
PC,5.5167527,4.288,13410.0,13410.0,21.0821,6296.0,1.81,4.01,0.9530548887206559
FP,6.1836286,2.573,9990.0,9990.0,13.3233,6504.0,1.29,4.34,0.34259150001452254
APC,1.8703411,2.134,9570.0,9570.0,18.6634,6368.0,1.7,4.08,-0.2847815530114502
PC,2.2545904,0.977,5980.0,5980.0,11.3495,5567.0,1.25,4.23,0.645678852877754
PC,6.7565519,3.442,5200.0,5200.0,12.7591,5972.0,1.64,4.05,0.7755034133623279
PC,1.8246123,1.835,16080.0,16080.0,18.0134,5655.0,1.39,4.15,1.038277146216664
APC,3.606557,1.878,9930.0,9930.0,13.2514,5775.3,1.26,4.25,-0.13590298671720047
PC,2.3155132,0.649,1520.0,1520.0,7.00521,6011.0,1.45,4.16,0.22716466096169718
PC,2.3348152,1.861,5310.0,5310.0,11.4665,5949.1,1.51,4.12,-0.3945718372909954
FP,3.2615,2.233,1652.28,1652.28,5.07097,5963.0,1.13,3.41,-0.16053228040044698
PC,0.4415174,1.7224979,3910.4523542,3910.4523542,31.5083507,5117.0,2.9223199,,1.2233644502392687
PC,2.6274574,2.31,21660.0,21660.0,18.5088,6148.0,1.23,4.33,0.9805637266902519
PC,2.2664085,2.63,10240.0,10240.0,13.4164,6107.0,1.27,4.29,0.960223115986675
PC,4.0902788,3.584,5060.0,5060.0,13.9755,6130.0,1.95,3.92,0.22924773555182307
PC,2.2308431,2.969,10950.0,10950.0,22.6165,6386.0,2.14,3.88,1.0880258687808335
PC,3.7065603,1.98,15010.0,15010.0,12.9758,5632.0,1.03,4.41,-0.2845364854126125
PC,2.6841894,2.836,29670.0,29670.0,21.16,5914.0,1.17,4.33,0.7369052665453009
PC,1.8823821,3.1478726,21038.6119972,21038.6119972,,,,,-0.021946553257404588
PC,2.8740048,1.592,25890.0,25890.0,12.2262,4270.3,0.74,4.57,1.1934049362812893
PC,3.9628496,2.844,4480.0,4480.0,9.64171,5449.0,1.43,4.24,0.21319580782791567
PC,10.18108,3.674,1190.0,1190.0,2.66019,4822.0,0.78,4.55,-0.23877011132956544
PC,3.0932735,2.937,10900.0,10900.0,,,,,0.934123416710399
PC,4.4338805,3.93,9180.0,9180.0,13.6095,6695.0,1.37,4.32,0.5559228448032375
PC,1.1536561,2.51,40190.0,40190.0,,,,,1.0202034108023412
PC,2.9902369,3.042,6460.0,6460.0,140.194,,17.34,,0.2966413252323472
PC,3.7724947,2.199,9180.0,9180.0,13.5487,6623.0,1.33,4.33,0.9953903164199664
PC,3.5505931,2.713,15700.0,15700.0,17.9407,4803.0,1.34,4.07,0.3443069732063908
FP,3.5506084,2.706,16040.0,16040.0,14.4767,5083.0,1.13,4.26,0.39448456406852733
PC,1.5256634,1.925,16180.0,16180.0,,5230.5,,,0.8944224656985992
PC,4.2814436,0.868,4910.0,4910.0,10.6824,5097.8,1.36,,0.07179180329823319
PC,1.1542402,3.377,15460.0,15460.0,,4136.6,,,1.1764952719614488
FP,3.55562,1.838,2610.0,2610.0,11.1675,5671.0,1.34,4.19,0.5273112026388697
PC,5.3430663,5.101,7220.0,7220.0,21.0355,7822.0,2.15,4.04,0.3099362424693229
PC,1.7257597,1.375,13880.0,13880.0,15.2188,7235.0,1.27,4.44,0.6654067945842356
PC,0.7815064,1.353,8410.0,8410.0,11.9775,7691.0,1.37,4.42,1.0974609713361068
FP,1.1216021,1.6434889,3599.1066292,3599.1066292,,3294.0,,,-0.17456240043393792
PC,4.0333818,4.414595,13745.2980794,13745.2980794,13.1197,6347.3,1.73,,0.7585937490424874
APC,4.6492201,1.143,7880.0,7880.0,8.96002,5110.0,0.93,4.44,0.028537372103279078
APC,0.7463239,1.49,24240.0,24240.0,19.7419,5132.0,1.04,4.34,1.02044847840118
PC,2.8823183,3.6626984,66566.1005931,66566.1005931,,5068.9,,,1.2624527322539723
PC,6.8561604,4.32,5540.0,5540.0,14.3692,6282.0,2.01,3.92,0.5943984578208467
PC,1.4753526,3.29,870.0,870.0,5.30533,5732.0,1.81,3.93,-0.16623010207343655
APC,13.32379,2.561,95718.1,95718.1,28.7396,4312.0,0.84,4.59,0.9525647535229794
PC,3.9712794,2.606,8670.0,8670.0,15.3233,6200.0,1.62,4.09,0.22636819126547247
PC,1.4010338,2.22,13310.0,13310.0,18.1441,7014.0,1.52,4.26,0.8373829820689918
PC,1.5755252,3.5874714,3712.6009177,3712.6009177,21.7284649,6560.0,2.1970401,3.89,0.045875904721086595
PC,3.0749168,2.67,8540.0,8540.0,15.2762,6782.0,1.6,4.2,0.15891333468523894
FP,1.7765395,1.258,14020.0,14020.0,16.6,6394.0,1.28,4.33,0.5948885930185231
PC,2.5433707,3.2214112,55256.7333661,55256.7333661,29.0069132,6748.0,1.12503,4.49,1.2666801483339323
PC,1.87502,2.664,21260.0,21260.0,,6263.0,,,0.8708347093104162
PC,3.0959309,2.545,14080.0,14080.0,17.8437,6918.0,1.47,4.28,0.6057941011668257
PC,5.1745185,2.441,10490.0,10490.0,13.926,5340.0,1.36,4.14,0.12184686036095088
PC,4.4814049,1.689,10170.0,10170.0,13.8048,6232.0,1.37,4.25,0.6800495836148218
PC,3.3262977,2.9439229,24223.6280838,24223.6280838,14.7729343,5391.0,0.947585,4.46,0.833216832888741
PC,1.8923031,1.956,4800.0,4800.0,,6898.3,,,0.5222873168626848
PC,1.5706704,3.3750912,16439.1877398,16439.1877398,,5164.3,,,1.231267880301802
PC,3.0031058,3.4866136,6677.7862161,6677.7862161,16.5290691,6212.0,1.91287,3.95,1.2114174047959025
PC,8.7719993,4.92,5010.0,5010.0,13.7272,6057.7,1.9,,0.003172875623518395
FP,1.1960086,2.35,11770.0,11770.0,15.4837,7108.0,1.55,4.26,1.0505305261585773
PC,1.6546269,3.3211285,24077.1521821,24077.1521821,,7910.0,,,1.278872261376136
PC,4.7606207,5.9420443,7813.8313853,7813.8313853,14.527713,6213.0,1.1804399,4.37,0.6625885171975955
PC,2.114655,1.945,24130.0,24130.0,14.2745,5254.0,0.89,4.49,0.6940797036483127
PC,2.9331094,3.911,14410.0,14410.0,,,,,0.3118967832600299
PC,4.7076648,1.834,16490.0,16490.0,15.3769,5904.0,1.18,,0.32690717368887384
PC,3.7463765,1.9560091,18855.6336929,18855.6336929,10.6334288,4696.0,0.775888,4.53,1.0217963501947906
PC,2.0963263,1.217,7200.0,7200.0,12.906,5809.0,1.56,4.07,0.732984184963888
FP,3.5366743,2.697,13180.0,13180.0,13.338,5971.0,1.14,4.37,0.44980857450626643
PC,5.0700956,2.763,3570.0,3570.0,5.54459,5641.0,0.96,4.47,0.8563144540792476
PC,4.2174286,4.045,7050.0,7050.0,18.2265,6841.0,2.2,3.93,0.7214660078184899
PC,3.6071588,3.947,4270.0,4270.0,11.5952,6071.0,1.68,4.04,0.4423952796414086
PC,3.5601365,2.824,4630.0,4630.0,14.1499,6762.0,1.93,4.03,-0.24618340619442217
PC,3.6130857,1.7149191,12550.1377027,12550.1377027,23.3477984,7520.0,1.63648,4.25,1.0996053128259409
PC,2.0084283,2.6,1310.0,1310.0,16.5313,5438.8,4.54,4.3,-0.2352166311464101
PC,1.5659063,1.169,6810.0,6810.0,18.7417,6356.0,1.6,4.13,1.1259500797010558
FP,1.84996,2.954,9350.0,9350.0,13.3315,6320.0,1.37,4.26,1.2748899128950149
APC,0.7135373,0.892,18540.0,18540.0,16.1586,4349.7,0.74,4.58,0.7245293528039677
PC,2.669856,3.559,6480.0,6480.0,16.192,7833.0,2.0,4.1,1.067746524976966
PC,4.4367891,2.042,4940.0,4940.0,16.9119,6426.0,2.42,3.78,0.3555188158532417
PC,2.2350331,3.102,20880.0,20880.0,22.5855,7057.0,1.51,4.27,0.8076072688101416
PC,2.3019268,2.527,12000.0,12000.0,,5322.0,,,1.2555908394865014
PC,3.6179419,4.394,14890.0,14890.0,11.142,4460.0,0.87,4.4,1.1054869351980599
PC,0.6676722,1.117,3440.0,3440.0,17.2447,6842.0,2.82,3.71,0.6311585976465864
PC,4.9816829,2.587,11450.0,11450.0,9.90628,5670.0,0.91,4.52,0.5357660347987898
PC,2.1972485,2.348,30680.0,30680.0,,5146.9,,,1.2414994525532999
PC,2.1271199,2.386,14960.0,14960.0,13.6834,5483.2,1.08,4.36,0.6366113517207383
PC,0.6756067,1.028,3480.0,3480.0,6.27738,5411.0,0.92,4.48,0.9352874878048814
FP,1.46503,1.145,3162.12,3162.12,5.43222,5912.5,0.88,4.36,0.48620111293374974
PC,6.3087809,1.535,7450.0,7450.0,,5267.2,,,0.20057482648774475
PC,2.3631898,2.8375698,5219.1809316,5219.1809316,,4883.2,,,0.26496633808250053
PC,1.5169786,1.241,2720.0,2720.0,6.64263,5828.0,1.02,4.44,0.48620111293374974
PC,4.2442882,4.273,7530.0,7530.0,13.1653,6915.0,1.52,4.25,0.6199467549997356
PC,4.0446543,4.735,11170.0,11170.0,,5172.7,,,1.069829599567092
FP,1.2361087,1.139,19760.0,19760.0,8.82245,4313.2,0.59,,1.1029137254102586
PC,1.9405161,3.344,5930.0,5930.0,15.0354,8213.0,1.94,4.16,0.6510703400521963
PC,4.0996864,4.806,20570.0,20570.0,,,,,1.069584531968253
PC,2.3577049,3.357,7210.0,7210.0,11.6588,7822.0,1.39,4.42,1.06437684549294
PC,1.3509356,2.636,6060.0,6060.0,,4297.6,,,0.9282417943382811
FP,1.14057,2.188,5009.01,5009.01,6.52263,5349.5,0.84,4.44,0.7885532630004658
PC,2.2364485,2.49,17380.0,17380.0,24.5257,6905.0,1.51,4.26,0.7280215660874136
PC,3.5949457,2.153,5810.0,5810.0,11.7369,6131.0,1.36,4.24,0.5448335359558054
PC,4.1943867,2.977,27860.0,27860.0,13.2866,4515.0,0.76,4.53,1.0769365599334015
APC,2.5395579,3.082,24200.0,24200.0,,3931.6,,,0.9060631766434171
PC,5.7759952,3.594,9030.0,9030.0,11.5628,5992.0,1.31,4.24,0.126074276440911
PC,1.2008331,1.584,5800.0,5800.0,,,,,0.8353611743785764
FP,2.6985136,4.856,13510.0,13510.0,,3922.8,,,0.9555668316087478
FP,3.2136333,1.875,7810.0,7810.0,11.1273,6189.4,1.25,4.32,0.46923018171419983
CP,3.3704313,4.608,5610.0,5610.0,13.6938,5765.0,1.85,3.92,0.8094452758014287
PC,3.2969977,3.856,8860.0,8860.0,17.145,7108.0,1.83,4.11,0.7835293772242821
PC,3.990533,3.4539056,3306.4050915,3306.4050915,16.0765989,5868.2,2.76442,,-0.5247027322741176
FP,7.4316274,3.868,13740.0,13740.0,,3505.0,,,1.0371130751221829
FP,0.8970184,2.434,12070.0,12070.0,,,,,1.1086115470832483
PC,5.6320791,4.728,3600.0,3600.0,11.8957,6409.0,2.0,3.95,0.772011200078883
PC,4.633735,5.755,48110.0,48110.0,,3905.6,,,1.0191006066075694
PC,2.8317721,2.607,12860.0,12860.0,17.0328,6084.0,1.48,4.15,0.9283643281377
PC,9.1509453,3.522,3110.0,3110.0,,4474.0,,,-0.5177183057072268
PC,2.3720554,3.366,4350.0,4350.0,7.05055,4668.0,1.11,4.22,1.153213850071813
PC,8.9522767,4.508,6280.0,6280.0,,5317.7,,,0.6835417968982678
PC,1.8118703,1.368,5510.0,5510.0,18.0792,6222.0,2.25,3.81,0.2866548205796881
PC,5.21228,3.863,8950.0,8950.0,19.3512,8532.0,2.06,4.14,0.9106581941216348
PC,2.7723915,1.8223369,5882.0194354,5882.0194354,6.3703129,4558.0,0.775641,4.52,1.097215903737268
PC,1.8200065,2.059,15750.0,15750.0,11.7988,4994.0,0.91,4.43,0.3833952552210953
PC,2.1738256,2.081,2730.0,2730.0,17.3093,7588.0,3.28,3.65,0.038707677455067556
PC,3.3898234,1.587,1840.0,1840.0,14.9878,6096.0,3.13,3.5,-0.10140972218071372
APC,0.9787891,1.754,6770.0,6770.0,17.8038,6959.0,2.09,3.98,0.7756872140614572
PC,10.7012764,4.428,25250.0,25250.0,19.1102,5853.2,1.17,,0.6295043913544287
CP,2.5926199,1.269,78210.0,78210.0,11.0137,3375.0,0.37,4.85,1.0322117231454169
FP,2.9098435,1.928,9480.0,9480.0,13.2842,5955.0,1.31,4.24,0.8701607734136103
PC,3.0271374,3.7,22110.0,22110.0,22.466,6678.0,1.49,4.24,0.9325917442176601
PC,3.224746,3.621,11350.0,11350.0,,5032.0,,,1.2070674549165237
