category,transit_period,transit_duration,transit_depth,transit_depth.1,planet_radius,star_temperature,star_radius,star_surface_gravity,star_brightness
CONFIRMED,4.4352884,1.89,6410.0,6410.0,11.2110231,6245.0,1.38,4.24,0.4315510383928154
CONFIRMED,2.3506186,2.369,15940.0,15940.0,12.801,5593.0,0.97,4.46,0.0880887986209783
CONFIRMED,0.9466787,1.09,16490.0,16490.0,14.6661,5707.0,1.07,4.39,0.5694628296390519
CANDIDATE,12.7060866,2.4782523,5160.2020899,5160.2020899,11.4460032,6200.5,1.10563,4.33,-0.5079768686534054
CONFIRMED,4.8996461,3.07,10957.0,10957.0,15.9746,5940.0,1.5,4.23158,-0.8061628695398718
CANDIDATE,3.4158668,1.9196262,2841.7825532,2841.7825532,19.3376794,5986.0,2.19052,3.66,-1.28661177037233
FALSE POSITIVE,1.13305,1.073,100.0,100.0,2.16887,5883.8,2.1,3.77,-1.869633714698548
FALSE POSITIVE,1.6563738,1.741,246.0,246.0,1.42047,5614.1,1.02,4.34,-1.0716936128811376
FALSE POSITIVE,6.0988471,5.408818,8857.7284148,8857.7284148,24.9943945,7023.2,1.82219,4.11,-0.3716580167996171
FALSE POSITIVE,1.57363,2.558,710.0,710.0,7.59717,5342.5,1.66,4.01,-0.5471876844675287
FALSE POSITIVE,10.8458712,3.379,3120.0,3120.0,21.6846,6670.3,2.56,4.29,-1.897203819567853
FALSE POSITIVE,3.6473383,4.4572847,162.7642577,162.7642577,1.9083777,5928.0,1.47579,4.24,-0.878335277397742
CANDIDATE,4.6211026,3.882,11700.0,11700.0,15.4381,6531.7,1.45,4.29,-1.306958507765878
CONFIRMED,2.0727598,2.619,14761.0,14761.0,14.2954,5640.0,1.13,4.43703,-0.976729918331308
CANDIDATE,4.829406,2.6761872,8222.9837003,8222.9837003,19.9103402,5877.5,1.95583,4.18,-1.036403878648427
FALSE POSITIVE,6.89132,5.369,5940.0,5940.0,11.3151,5488.0,1.41,4.14,-0.6517702822717608
FALSE POSITIVE,0.6923563,0.803,810.0,810.0,10.6207,6422.1,1.85,3.86,-1.252982369121748
CANDIDATE,4.9064175,6.5416975,1704.6576752,1704.6576752,9.7548163,7119.5,1.98083,4.14,-1.5880510436333746
FALSE POSITIVE,16.3152,1.992,2500.0,2500.0,2.23088,3625.0,0.31,4.81,-0.2336236917539617
FALSE POSITIVE,0.88958,1.844,1240.0,1240.0,3.8492,5586.2,1.11,4.21,-0.6593061109360375
FALSE POSITIVE,14.5187891,2.897,429.0,429.0,3.60283,5844.8,1.79,4.13,-1.2739356488224205
CANDIDATE,1.1630372,1.4568603,409.6006588,409.6006588,8.4237328,6495.0,4.0595698,3.32048,-2.1421488846067054
CANDIDATE,5.3418199,4.99,330.0,330.0,5.7387,6466.2,3.28,3.7,-1.4505681206851049
CANDIDATE,6.7018963,1.874,950.0,950.0,5.02216,6231.8,1.52,4.21,-0.9561442400288934
FALSE POSITIVE,1.76447,2.749,2640.0,2640.0,27.921,8049.0,5.08,3.3,-2.68276800764393
FALSE POSITIVE,12.6534664,4.0982077,27095.439949,27095.439949,20.5105778,5394.6,1.18915,3.77,-0.8582397342930038
CANDIDATE,0.6466988,1.0248899,1063.700888,1063.700888,5.8435673,6308.3,1.71404,4.0,-0.4745864083116915
CANDIDATE,0.6227257,1.0110042,565.9410837,565.9410837,6.3159749,6390.7,2.30849,3.83,-1.5406304632581689
CANDIDATE,0.4262223,0.5111692,835.5797306,835.5797306,4.3877473,5343.0,1.4990799,4.1,-0.9785679253225952
CANDIDATE,3.97195,4.297,7670.0,7670.0,13.8556,6535.3,1.55,4.2,-0.6395169023298476
FALSE POSITIVE,2.6855915,2.0491187,488.2401788,488.2401788,3.5729712,5796.0,1.51715,4.14,-1.819456123836412
CONFIRMED,14.278122,8.6972718,827.9264426,827.9264426,8.3566078,5105.0,2.90324,3.39182,-2.577634007742312
CANDIDATE,2.5599667,2.9695871,11049.7594662,11049.7594662,17.5040682,6432.2,1.56996,4.11,-0.3424949725378634
FALSE POSITIVE,3.217824,1.735,1288.0,1288.0,5.84702,5418.0,1.67,4.17,-0.7531670012910953
CANDIDATE,4.7631,1.838,850.0,850.0,4.06445,6105.1,1.48,4.12,-1.1129875032853869
CANDIDATE,5.438218,1.675,7830.0,7830.0,14.7798,5342.0,1.49,4.09,-0.6007349548136912
FALSE POSITIVE,17.0614756,3.384,2730.0,2730.0,17.1048027,9184.7,2.14183,4.09,-1.2081962654340552
FALSE POSITIVE,6.0783344,4.8904528,16168.288913,16168.288913,16.9877965,8719.5,1.0,4.08,-3.6134122142322633
CONFIRMED,10.2150168,1.9683066,994.1089045,994.1089045,1.4777754,3763.0,0.447336,4.83739,-1.0022108219205168
FALSE POSITIVE,9.27898,6.514,9020.0,9020.0,15.0807,5898.8,1.45,4.08,-0.3573828291672885
CANDIDATE,17.1725007,5.016,3610.0,3610.0,9.89011,6617.0,1.41,4.21,-0.8405336002769387
FALSE POSITIVE,6.1110945,4.2566318,1098.152672,1098.152672,5.873208,5725.0,1.07235,4.54,-0.7529219336922576
FALSE POSITIVE,0.5646193,1.295,510.0,510.0,3.01498,6237.0,1.3,4.24,-0.7369312728680596
CANDIDATE,2.5861465,1.299,2510.0,2510.0,11.9748,5635.4,2.33,3.71,-1.1883580433080962
CONFIRMED,104.8729635,6.554,12183.0,12183.0,10.223,5350.0,0.88,4.52347,-0.9341494230331588
FALSE POSITIVE,3.7899524,5.5268401,4345.4373432,4345.4373432,11.7871267,5579.5,1.10456,4.22,-0.8616706806767392
FALSE POSITIVE,6.6570835,5.285,7164.0,7164.0,14.8934,5805.6,1.73,4.13,-0.8720247867276572
FALSE POSITIVE,3.9416903,2.537,12840.0,12840.0,19.6321,6190.4,1.48,4.15,-0.8061628695398718
CONFIRMED,4.0337201,3.48,2868.0,2868.0,11.5159,7369.0,2.22,4.27,-0.8113092891154755
CANDIDATE,3.1056464,1.772,800.0,800.0,13.2277,7804.8,4.44,3.78,-1.0712647445831704
FALSE POSITIVE,7.72433,8.03,7120.0,7120.0,20.0285,6249.4,2.32,4.19,-0.812779694708505
CANDIDATE,1.8359766,1.062,1073.0,1073.0,5.11603,6311.5,1.61,4.17,-1.0245181001047703
FALSE POSITIVE,1.10833,2.288,1060.0,1060.0,4.58274,5972.0,1.4,4.08,-0.8441483473598035
CANDIDATE,7.2133579,2.345,8814.0,8814.0,21.2234,5843.0,1.16,4.33,-0.7063590899129858
CONFIRMED,8.1382222,3.2797025,3852.0299874,3852.0299874,6.1757682,5414.0,0.951985,4.438,-2.272831181687213
CONFIRMED,9.1270519,3.549,4568.0,4568.0,8.34235,5400.0,1.18,4.43,-0.7388305467590561
CONFIRMED,3.098367,1.963,496.0,496.0,2.47118,5400.0,1.18,4.43,-0.7388305467590561
CANDIDATE,2.7435213,1.8047048,1518.9012847,1518.9012847,22.0496668,7896.3,3.9611499,3.6,-1.5966284095927137
FALSE POSITIVE,2.3330349,3.005,2795.0,2795.0,15.6213,5986.5,1.56,4.32,-0.6591835771366187
FALSE POSITIVE,1.79988,3.518,180.0,180.0,3.32197,6136.9,2.46,3.85,-1.5335847697915683
CANDIDATE,17.3057923,4.1729767,2807.066874,2807.066874,12.4978402,6995.5,2.2275901,4.1,-1.2695856989430416
FALSE POSITIVE,6.40938,2.356,280.0,280.0,10.1474,4650.0,8.3,2.54,-1.434454926061488
FALSE POSITIVE,723.8345008,7.382946,3119.2983693,3119.2983693,13.1361697,5463.0,1.94771,3.77778,-1.7863903780631576
CANDIDATE,1071.0898448,2.1734134,865.169438,865.169438,2.2407785,4755.33,0.701499,4.62683,-2.5785530112379558
CONFIRMED,52.9781419,4.7965246,6347.2690959,6347.2690959,11.4471492,6461.8,1.33031,4.35,-1.82674688490185
CANDIDATE,5.8492379,3.257,109.0,109.0,1.18919,6461.8,1.33,4.35,-1.82674688490185
CONFIRMED,1134.6723963,8.6844623,11679.2159464,11679.2159464,11.7582195,5842.0,1.0735199,4.39929,-1.4072340425205272
CONFIRMED,11.5778362,3.8772499,217.3994918,217.3994918,1.5422129,5739.0,1.02607,4.51,-3.991183917841458
CONFIRMED,27.5920718,3.2743016,555.3352929,555.3352929,2.7050278,5739.0,1.02607,4.51,-3.991183917841458
CONFIRMED,3.0565259,4.145,8800.0,8800.0,15.1633,5981.0,1.6,4.07,-0.5595023313091514
CONFIRMED,2.6162769,1.134893,1120.6014184,1120.6014184,1.0972867,3352.0,0.325635,4.8984,-0.7923778171052186
CONFIRMED,4.8099755,6.696,6965.0,6965.0,22.6223,6417.0,2.65,3.7,-1.182764375364613
CONFIRMED,3.3491408,1.207,7210.0,7210.0,5.37673,3223.0,0.32,4.89993,0.7810787012358986
CANDIDATE,6.8161105,2.718,1377.0,1377.0,2.98458,5175.0,0.84,4.54,-0.7081358300045635
CANDIDATE,2.4590369,1.862,1179.0,1179.0,2.74738,5175.0,0.84,4.54,-0.7081358300045635
CANDIDATE,25.3369848,3.214,1330.0,1330.0,3.23582,5175.0,0.84,4.54,-0.7081358300045635
CONFIRMED,7.4355709,2.3450321,1310.6803156,1310.6803156,2.2761564,4218.9,0.622512,4.67,-1.5940551998049122
CONFIRMED,15.3468182,6.425,665.0,665.0,3.99579,5588.0,1.8,3.92293,-1.1978421593831374
CANDIDATE,1.7386695,1.1898354,13710.7615026,13710.7615026,9.455763,4746.0,0.820258,4.52746,1.9044685743105323
CONFIRMED,5.633477,4.132,5651.0,5651.0,13.2583,6412.8,1.7,4.09,-2.0151548548887126
CONFIRMED,3.9415041,2.866,21330.0,21330.0,13.8352,5729.0,0.92,4.52,-0.6221171028123296
FALSE POSITIVE,0.4487349,2.8757897,3572.0328032,3572.0328032,5.8054498,3975.0,0.627144,4.62844,0.0518187939929149
CANDIDATE,11.1900486,2.9741507,567.7989939,567.7989939,1.6608182,4958.0,0.695992,4.66667,-1.8741061983773464
CONFIRMED,2.8758831,3.14,3152.0,3152.0,8.33267,6084.0,1.46,4.17,-2.4124584461253176
CONFIRMED,8.8720542,3.6593396,6144.296801,6144.296801,11.9849813,6042.0,1.47996,4.15,-0.3784586426673796
CANDIDATE,7.1925327,2.551,1180.0,1180.0,2.5719,5050.0,0.77,4.59,-0.6038595666988784
FALSE POSITIVE,1.46329,2.431,750.0,750.0,3.54656,6168.0,1.28,4.29,-0.650116075979602
FALSE POSITIVE,0.77871,1.458,670.0,670.0,6.16036,7751.0,2.25,4.0,-0.3980640505744413
FALSE POSITIVE,2.57134,3.824,920.0,920.0,10.7406,7125.0,3.56,3.54,-0.3812769200540197
FALSE POSITIVE,51.94509,8.094,2534.0,2534.0,0.705818,3203.0,0.23,5.01682,0.4156829113680373
CANDIDATE,1.3254567,0.975,3365.0,3365.0,14.4076,5778.0,2.29,3.74,-0.4380100691850789
CANDIDATE,5.7156075,4.0584797,12240.9298817,12240.9298817,13.6015651,6664.0,1.18444,4.44,-0.491924940929499
CANDIDATE,18.8243063,4.397,1915.0,1915.0,8.51397,7014.0,1.95,4.05,-1.287592040767683
FALSE POSITIVE,2.89453,3.327,550.0,550.0,6.20845,9714.0,2.68,3.98,-0.6099862566698362
CANDIDATE,1.261045,1.246,384.0,384.0,4.24615,6549.0,2.18,3.89,-1.5835601798846637
CANDIDATE,11.1516668,4.623,580.0,580.0,2.91771,6319.0,1.19,4.38,-0.5476165527654958
CANDIDATE,5.5470937,3.4350999,550.6948044,550.6948044,2.8717764,6319.0,1.1913199,4.38,-0.5476165527654958
CANDIDATE,3.7321195,5.738,4180.0,4180.0,19.158,6570.0,2.8,3.68,-0.6302043335739932
CANDIDATE,11.2479927,3.142,1277.0,1277.0,4.96692,6308.0,1.48,4.19,-0.6689862810901495
CANDIDATE,43.8297863,4.3011392,647.2685163,647.2685163,2.8243863,5605.0,1.03654,4.39973,-1.437089402749
CANDIDATE,3.8608551,2.571,14670.0,14670.0,11.2224,5019.0,0.92,4.43,-0.4430339549612637
FALSE POSITIVE,1.37477,1.601,960.0,960.0,3.0101,5825.0,1.02,4.44,-0.6757869069579109
FALSE POSITIVE,2.41872,2.685,1160.0,1160.0,7.23529,6535.0,2.16,3.9,-0.3749664293839337
CANDIDATE,12.0135752,4.274,1171.0,1171.0,3.7307,6178.0,1.23,4.33,-0.8370413869934938
FALSE POSITIVE,4.1207509,2.158,973.0,973.0,7.46471,9953.0,2.38,4.09,-0.6586934419389422
CANDIDATE,9.07763,5.928,5912.0,5912.0,12.6842,6125.9,1.72,4.03,-0.4802842299846811
CONFIRMED,1.4971447,2.4024159,16266.2491958,16266.2491958,16.2528494,6081.0,1.2431901,4.31,-0.3478864597123047
FALSE POSITIVE,7.4072602,3.019,14765.0,14765.0,14.7857,5887.0,1.14,4.35,-0.6696602169869543
CONFIRMED,13.7905315,3.301,1140.0,1140.0,2.60168,5021.6,0.76,4.6,-0.4958460225109109
CANDIDATE,5.30329,3.707,1200.0,1200.0,11.7443,6054.7,3.48,3.41,-0.5557037835271584
CANDIDATE,4.2529842,3.138,283.0,283.0,2.26991,6222.5,1.45,4.06,-1.2935410567294825
CANDIDATE,13.5970194,2.781,604.0,604.0,2.03572,5985.0,0.88,4.59,-1.1396876181788156
CANDIDATE,1.1633325,1.7800569,384.9566815,384.9566815,5.5717234,11265.0,2.61707,4.07,-0.5761669280301542
CANDIDATE,10.2207,3.848,300.0,300.0,2.95608,6748.7,1.72,4.13,-2.59350213476709
FALSE POSITIVE,3.7543552,1.878,470.0,470.0,4.6716,8398.0,1.75,4.27,-0.8520517774223377
CONFIRMED,0.7363132,0.6736853,1322.5461054,1322.5461054,1.5332682,3358.0,0.351676,4.438,0.5314160849194108
FALSE POSITIVE,2.2657506,3.419,388.0,388.0,8.00485,10125.0,4.14,3.62,-1.036403878648427
FALSE POSITIVE,1.45655,1.51,580.0,580.0,1.83776,4475.0,0.7,4.59,-0.5684472986667493
FALSE POSITIVE,4.04163,1.719,3100.0,3100.0,13.1608,6895.0,2.36,3.87,-0.8631410862697698
CANDIDATE,21.07626,2.124,1890.0,1890.0,11.6504,7577.0,2.46,3.9,-0.743731898735822
CONFIRMED,8.8036803,2.997,8360.0,8360.0,8.9006,5701.0,0.94,4.47,0.0164065259607846
CANDIDATE,8.8128067,2.325,787.0,787.0,2.33219,5491.0,0.88,4.5359,-0.6795241878401945
CONFIRMED,7.7690887,2.6251447,1416.7912077,1416.7912077,2.3663308,3700.0,0.542573,4.70036,-0.234787762848443
CANDIDATE,5.9214229,2.4606208,140.4285921,140.4285921,1.0470381,5268.0,0.823126,4.56138,-2.200229905531375
FALSE POSITIVE,5.6492853,4.0424046,44346.559983,44346.559983,26.5608527,5963.0,1.21025,4.31132,1.1699397136925251
CANDIDATE,6.3839247,1.5808909,358.7464972,358.7464972,2.2843976,5849.0,1.16353,4.33017,-1.114776496756906
CANDIDATE,5.6739336,2.8074156,641.2779235,641.2779235,2.587582,5873.3,1.00286,4.46212,-0.3209290238400958
CANDIDATE,53.1991439,6.2024225,591.4602835,591.4602835,2.8396233,5729.0,1.15632,4.32178,-1.29352267665957
CANDIDATE,177.5830512,4.7901443,456.0908234,456.0908234,3.5953731,6594.0,1.59978,4.16825,-1.9464072667246075
CANDIDATE,4.7981694,2.1425123,1051.0675882,1051.0675882,2.3133532,4065.0,0.667797,4.59496,-0.2630318036145543
CONFIRMED,10.3563596,3.4814933,923.942127,923.942127,2.4103206,5149.6,0.772148,4.6,-1.9539982355986227
CONFIRMED,35.1257472,2.839,2066.0,2066.0,3.17021,5149.6,0.77,4.6,-1.9539982355986227
CONFIRMED,21.0153047,4.315,2072.0,2072.0,3.78219,5149.6,0.77,4.6,-1.9539982355986227
CANDIDATE,6.1155829,1.941,322.0,322.0,1.56167,5284.0,0.85,4.54246,-1.0924630918826816
FALSE POSITIVE,6.2772478,1.5325014,910.5215536,910.5215536,2.5385441,5244.0,0.800741,4.58339,-0.3226444970319629
CANDIDATE,1.4923179,1.1558314,669.71826,669.71826,1.2607994,3577.0,0.480553,4.75448,-0.4364171297926305
CANDIDATE,9.3174113,1.7011801,1790.5546209,1790.5546209,2.0623382,3577.0,0.480553,4.75448,-0.4364171297926305
CANDIDATE,22.4586196,7.1989719,445.0003089,445.0003089,2.1229458,5493.0,0.978381,4.43001,-0.7412812227474396
CANDIDATE,63.5809449,3.6561358,1446.5029644,1446.5029644,3.0597346,4868.0,0.72252,4.61964,-0.0668551907445175
CONFIRMED,10.5054362,2.4850401,1320.6016253,1320.6016253,1.947929,3742.0,0.515547,4.72382,0.0478977124115019
CANDIDATE,5.1097197,1.6354976,540.1814411,540.1814411,1.3996848,3742.0,0.515547,4.72382,0.0478977124115019
CANDIDATE,30.2004765,4.517,520.0,520.0,2.6056,6004.0,1.15,4.36245,-2.293355593089918
CANDIDATE,17.969639,4.238817,1231.0381518,1231.0381518,3.0570342,4410.0,0.767286,4.507,0.1898531190385703
CONFIRMED,6.0784031,2.117,1810.0,1810.0,2.07448,3630.0,0.47,4.76664,1.0794485028214933
FALSE POSITIVE,8.1490285,2.3210553,2850.6795113,2850.6795113,2.5781465,3630.0,0.466766,4.76664,1.0794485028214933
CANDIDATE,41.7540004,4.491,820.0,820.0,2.75297,5337.0,0.91,4.48036,-0.1518323806416879
CANDIDATE,20.261655,2.9685197,612.9485468,612.9485468,2.4206095,5337.0,0.914083,4.48036,-0.1518323806416879
CONFIRMED,124.72987,7.2967692,1781.9160024,1781.9160024,3.5130935,4902.0,0.831423,4.5026,-0.4182208605788889
CANDIDATE,49.9950015,5.109,1080.0,1080.0,2.65286,5274.27,0.78,4.61038,-0.0079164332239136
CANDIDATE,4.3794298,1.6639354,969.6957616,969.6957616,2.3149088,4892.0,0.742779,4.50955,-0.4345791228013435
CANDIDATE,230.92212,15.8602661,284.9247434,284.9247434,3.6785805,6395.0,2.1204,3.89312,-1.6895519163822157
CANDIDATE,177.2188871,5.5590645,294.429628,294.429628,2.0323111,5809.0,1.15025,4.33351,-2.089765685355024
CANDIDATE,4.3032642,2.5737232,710.7656808,710.7656808,2.66568,5468.73,1.05,4.37458,-0.5675282951711057
CANDIDATE,53.8108713,4.2655099,965.1696621,965.1696621,2.2249096,4455.0,0.730261,4.55621,-0.5476778196652052
CANDIDATE,18.7931749,1.09889,1844.6985474,1844.6985474,1.7151271,3457.0,0.376775,4.84825,0.4307545686965907
CONFIRMED,17.664866,2.7644951,736.3925122,736.3925122,1.2984859,3746.0,0.463205,4.76979,-0.2971574667527834
CONFIRMED,28.1722501,3.3983448,950.5653623,950.5653623,1.4475246,3746.0,0.463205,4.76979,-0.2971574667527834
CONFIRMED,3.1190716,1.1585974,2964.5828911,2964.5828911,1.6229796,3285.0,0.247331,4.98992,1.1717777206838125
CONFIRMED,6.3878202,1.4551851,5857.0164704,5857.0164704,2.041471,3285.0,0.247331,4.98992,1.1717777206838125
FALSE POSITIVE,1.7890217,1.9190564,391.6251669,391.6251669,1.6741803,5264.0,0.791524,4.59586,0.0641334408345376
FALSE POSITIVE,19.5078657,4.603,1770.0,1770.0,3.92839,4316.0,0.71,4.56,-0.2222280484079815
CANDIDATE,9.0105414,1.8443264,4125.0713,4125.0713,2.1513682,3275.0,0.330146,4.438,0.5977681373048727
CANDIDATE,23.6573994,2.308778,1180.9350567,1180.9350567,3.0681221,5535.0,0.846615,4.57126,-0.4265531589393903
CANDIDATE,9.0753271,3.6156842,586.9172699,586.9172699,2.5831328,5619.0,0.997589,4.44,-0.5661804233774951
CANDIDATE,6.7060238,1.6782365,542.9365808,542.9365808,2.12647,5292.0,0.807811,4.58201,-0.093873893516437
CANDIDATE,2.6620728,1.7235054,220.9994213,220.9994213,1.2172175,4884.0,0.799716,4.54,-0.7518803963971941
CANDIDATE,20.2926468,3.7402567,319.9395199,319.9395199,1.7004976,4884.0,0.799716,4.54,-0.7518803963971941
CANDIDATE,3.2723118,1.815,464.0,464.0,1.46772,4907.0,0.72,4.62,-0.9240403845810796
CANDIDATE,5.904369,2.653,351.0,351.0,1.35959,4907.0,0.72,4.62,-0.9240403845810796
CANDIDATE,15.1808746,2.808,689.0,689.0,1.86864,4907.0,0.72,4.62,-0.9240403845810796
CANDIDATE,1.9803146,1.66,306.0,306.0,1.16969,4907.0,0.72,4.62,-0.9240403845810796
CANDIDATE,9.56111,3.0128111,381.556764,381.556764,1.6790876,4907.0,0.723757,4.62,-0.9240403845810796
CANDIDATE,15.9152686,1.1393111,652.5574248,652.5574248,2.2277479,4718.0,0.821067,4.49012,-1.0460227819028287
FALSE POSITIVE,0.6332593,0.8622011,1191.4597195,1191.4597195,5.3027904,5590.0,0.976212,4.45374,-1.0460289085927994
CONFIRMED,2.45457,2.39,19250.0,19250.0,14.183,5565.0,0.97,4.45,-0.1114574937330833
CANDIDATE,6.8019625,2.9121651,15465.6374163,15465.6374163,29.3148832,6300.0,1.42268,4.22,-0.8214795944672629
CONFIRMED,0.67249,1.801,7890.0,7890.0,15.7288,6647.0,1.7,4.12,-1.0894058735871734
CANDIDATE,6.5638575,1.7124147,2132.1775602,2132.1775602,7.6270781,5873.97,1.08871,4.35182,-1.270198367940137
FALSE POSITIVE,32.76639,6.089,500.0,500.0,3.20531,6073.0,1.39,4.21,-1.1425058955654557
FALSE POSITIVE,1.2680452,1.027,538.0,538.0,2.24707,5477.0,0.95,4.46,-1.4729305390790963
CANDIDATE,14.0120582,5.9348633,751.5203056,751.5203056,4.4835127,7184.0,1.58046,4.25,-2.6873017582224383
CANDIDATE,155.8237,10.641846,1164.4006092,1164.4006092,5.5521957,7184.0,1.58046,4.25,-2.6873017582224383
CANDIDATE,6.2099619,4.49,4090.0,4090.0,14.369,6382.0,2.1,3.9,-1.0652605884116328
FALSE POSITIVE,3.6944323,4.915,312.0,312.0,3.05838,8153.0,2.11,4.09,-2.0042125866005835
FALSE POSITIVE,5.3089937,5.876,531.0,531.0,3.29803,6927.0,1.65,4.18,-1.1533685168839622
FALSE POSITIVE,28.6620782,4.351,2600.0,2600.0,12.4971,6280.0,1.72,4.05,-0.9686917010894124
FALSE POSITIVE,2.34483,1.417,370.0,370.0,4.2647,6398.0,2.13,3.89,-1.7942019077761278
CONFIRMED,7.2008611,2.03,50063.0,50063.0,12.0629,3606.0,0.5,4.74,-0.714385053774939
CANDIDATE,0.3352715,0.7189856,19687.8213975,19687.8213975,4.4688,3332.0,0.3,4.94964,0.6100215172467859
CONFIRMED,5.7998189,1.014374,8567.3390223,8567.3390223,2.6346124,3179.0,0.240233,4.99978,0.7716435986806254
CANDIDATE,2.3195654,2.0259086,19508.6953576,19508.6953576,12.4030722,4325.66,0.628365,4.438,0.2329850164341067
CONFIRMED,3.5852284,3.0197224,16909.228538,16909.228538,14.5431829,5852.0,1.06725,4.40684,0.6703694134607098
CANDIDATE,10.3088514,3.8012836,2122.245998,2122.245998,4.0217464,5432.0,0.843702,4.56341,-1.2415867257757691
CONFIRMED,3.5539283,3.6341388,9368.3887704,9368.3887704,21.2028076,6184.0,2.0085199,3.9042,-0.2770619236480452
CONFIRMED,5.0316347,5.265,4912.0,4912.0,15.3999,6350.0,2.16,3.87,-0.8837880314718939
CONFIRMED,1.306188,1.4177746,24746.2794438,24746.2794438,16.758883,5489.0,0.820181,4.59342,0.0964823638811891
CONFIRMED,5.5080682,2.6399995,21584.7573167,21584.7573167,10.7299795,4790.0,0.740113,4.58765,0.1036505911472092
CONFIRMED,16.3413889,5.3764481,372.0970618,372.0970618,2.629079,5991.11,1.12506,4.37711,-2.9913693814810225
CONFIRMED,4.627664,2.306,6190.0,6190.0,14.3694,6727.6,1.55,4.22,-1.2373776897657225
CANDIDATE,23.5199045,3.222,1243.0,1243.0,2.30502,4566.4,0.67,4.93,-1.092524358782391
CANDIDATE,7.7565534,2.4341043,286.2558604,286.2558604,1.1359985,4566.4,0.672062,4.93,-1.092524358782391
CONFIRMED,5.0052605,4.9057646,7641.404098,7641.404098,13.6314528,6115.0,1.46701,4.16703,-0.3289549877020489
CONFIRMED,1.8468345,2.565,13237.0,13237.0,16.4012,6352.0,1.36,4.27,-0.8932844009268766
CONFIRMED,3.2440454,3.6774272,15011.9381969,15011.9381969,21.0498466,5703.0,1.38951,4.16,-0.8340393089077244
CANDIDATE,3.8266587,2.0605848,1181.8154296,1181.8154296,2.4536347,4175.0,0.716312,4.54,-0.432986183408894
CONFIRMED,9.2292078,2.817,1606.0,1606.0,3.21883,4406.0,0.77,4.50428,-2.3093462539141147
CONFIRMED,95.8531625,5.024,5975.0,5975.0,5.95763,4406.0,0.77,4.50428,-2.3093462539141147
CONFIRMED,2.7884723,2.9462464,14467.6854046,14467.6854046,13.9432645,5833.0,1.12956,4.35385,-0.1004907186850701
CONFIRMED,7.8519082,1.6318726,3873.9591492,3873.9591492,2.1705803,3384.0,0.34388,4.87998,0.1061625340353011
CANDIDATE,14.1502269,3.8264451,41358.8663923,41358.8663923,18.6317683,4882.0,0.873952,4.45655,0.4011626561368699
FALSE POSITIVE,1.4821845,2.5956827,16269.2562793,16269.2562793,27.5079498,6835.31,1.31284,4.37191,0.6021180871842515
CONFIRMED,1.4013784,1.7042715,19735.2001267,19735.2001267,13.9977478,4984.0,0.934977,4.41028,0.5243703914528107
CANDIDATE,18.5537012,3.438,448.0,448.0,1.57606,5346.2,0.8,4.6,-2.177990020936801
CANDIDATE,9.695961,2.772,122.0,122.0,0.808552,5346.2,0.8,4.6,-2.177990020936801
CONFIRMED,2.4706114,1.794486,14310.7159758,14310.7159758,13.7703405,5854.0,1.01613,4.45,-0.4348854572998917
CONFIRMED,18.2616878,3.434,971.0,971.0,2.85973,5674.0,0.94,4.49483,-1.6335723501175827
CANDIDATE,9.3004351,2.3510062,1595.2088627,1595.2088627,1.5550304,3472.0,0.363966,4.86042,-0.2983828047469741
CANDIDATE,5.5899401,5.032,3840.0,3840.0,12.1202,7437.0,1.95,4.09,-0.894325938221939
CANDIDATE,37.3415931,5.351,766.0,766.0,2.1417,5452.0,0.88,4.53224,-1.0152851783185388
CONFIRMED,10.2611329,7.369,1900.0,1900.0,12.2521,6202.0,2.78,3.63,-1.8407034846556904
FALSE POSITIVE,5.8924856,3.134,4530.0,4530.0,17.4655,7272.0,2.13,4.0,-1.0136125919564678
CANDIDATE,26.2049782,5.8635323,5593.1821784,5593.1821784,10.15497,6115.0,1.3363301,4.25,-0.5263569385662753
FALSE POSITIVE,23.48522,3.546,6020.0,6020.0,14.0152,5930.0,1.51,4.11,-0.5447982753788557
CANDIDATE,0.5842495,0.559,1041.0,1041.0,5.50799,6020.0,1.34,4.18,-0.8907724580387847
CANDIDATE,26.2851404,2.7692779,975.2076991,975.2076991,3.082863,5821.0,0.96445,4.44094,-0.6510963463749561
FALSE POSITIVE,2.2263798,2.863,1270.0,1270.0,6.51393,6446.3,1.84,4.03,-0.6953923148649725
FALSE POSITIVE,15.64643,7.75,6010.0,6010.0,16.1126,5660.0,1.95,3.86,-0.8711057832320136
CONFIRMED,3.3772835,3.6434514,7216.4961357,7216.4961357,15.3058361,6688.0,1.73235,4.11,-0.5259893371680188
FALSE POSITIVE,2.7180835,6.1842922,329.1728205,329.1728205,4.2423946,5668.0,2.1805999,3.76,-1.2363729126104852
CONFIRMED,3.8240826,2.5172521,10096.1098633,10096.1098633,16.0547024,6243.0,1.38719,4.24,-0.5530693068396477
CONFIRMED,3.7246883,3.078,3320.0,3320.0,10.8811,6144.0,1.74,4.02,-0.3491730646062059
FALSE POSITIVE,8.4249043,2.311,21600.0,21600.0,15.0361,5756.0,0.93,4.51,-0.5272146751622094
CONFIRMED,8.6007557,3.304,5090.0,5090.0,10.7988,5389.0,1.5,4.06,-0.8558503252043308
CANDIDATE,10.0509704,6.129,8660.0,8660.0,13.5943,5844.0,1.41,4.16,-0.4315157778158646
