category,transit_period,transit_duration,transit_depth,transit_depth.1,planet_radius,star_temperature,star_radius,star_surface_gravity,star_brightness
FALSE POSITIVE,0.93374614,6.551,1717.5,1717.5,149.71,5438.0,4.319,3.424,-0.216973826632446
FALSE POSITIVE,6.47179275,6.788,402.5,402.5,2.08,6341.0,1.033,4.446,0.8216792802814598
CONFIRMED,64.617518,5.796,2486.6,2486.6,5.4,5043.0,0.881,4.47,0.7704323236512395
CONFIRMED,13.21409607,3.5641,1154.8,1154.8,2.77,5333.0,0.728,4.62,1.243203543268062
CONFIRMED,6.05729966,3.7419,385.2,385.2,1.94,5334.0,1.004,4.372,0.2983828921559689
CONFIRMED,3.584101048,2.7316,2608.1,2608.1,4.66,5739.0,0.922,4.518,1.219384535256833
CONFIRMED,1.763587535,3.16877,4590.6,4590.6,21.42,9107.0,3.031,3.867,-3.1084570415713664
CONFIRMED,5.014234733,4.589,6536.0,6536.0,10.63,6490.0,1.307,4.32,-0.3375124429316969
CONFIRMED,8.11528727,3.211,834.9,834.9,3.1,5926.0,0.887,4.532,0.6888702659158171
CONFIRMED,36.9250409,4.9381,902.0,902.0,3.01,5926.0,0.887,4.532,0.6888702659158171
FALSE POSITIVE,37.4783492,5.317,1467.9,1467.9,10.05,3687.0,0.44,4.813,0.8924145161935944
FALSE POSITIVE,8.09695764,3.319,283.5,283.5,34.0,5949.0,1.707,4.024,-0.699850079951003
CONFIRMED,32.3122867,6.569,677.8,677.8,4.84,5821.0,1.494,4.108,0.3554041537586078
CONFIRMED,9.22961384,2.235,492.1,492.1,2.79,6320.0,1.252,4.347,0.8187921277952492
CONFIRMED,14.5598556,5.624,290.6,290.6,1.64,5959.0,0.966,4.46,0.646284766744226
CONFIRMED,4.176254191,3.6716,1360.1,1360.1,3.07,4957.0,0.776,4.594,-0.4089694669653848
FALSE POSITIVE,0.528755447,5.714,408.5,408.5,47.75,6151.0,1.954,3.92,0.2868342822111305
CONFIRMED,6.10027621,4.7476,766.6,766.6,2.59,5957.0,0.937,4.506,1.0201710137083704
CANDIDATE,51.59809554,2.0153,5869.2,5869.2,6.57,5681.0,0.859,4.551,0.976141938293674
CANDIDATE,1500.0,7.109,9592.0,9592.0,9.8,5606.0,0.76,4.597,0.3207583239240925
FALSE POSITIVE,10.9110487,7.033,401.9,401.9,2.36,5903.0,0.864,4.546,0.6549462242028551
CONFIRMED,8.408878137,3.4967,798.9,798.9,2.28,5551.0,0.812,4.508,-0.3562789340920592
CONFIRMED,10.93725572,3.0822,421.6,421.6,2.41,5334.0,1.004,4.372,0.2983828921559689
CONFIRMED,2.97136658,2.716,233.3,233.3,1.52,5334.0,1.004,4.372,0.2983828921559689
CONFIRMED,158.6850022,11.5372,898.3,898.3,3.08,5751.0,1.034,4.34,-1.0694055981858328
CONFIRMED,2.936527336,1.771,352.3,352.3,1.92,5359.0,1.002,4.375,0.5077014474061647
CONFIRMED,7.03902016,3.8633,529.8,529.8,2.45,6321.0,1.058,4.434,0.5791584714398527
CONFIRMED,8.360870704,2.7144,2039.7,2039.7,3.67,4743.0,0.81,4.516,0.6917574184020278
FALSE POSITIVE,3.14051153,8.2806,1444.4,1444.4,31.01,6108.0,0.974,4.443,0.7083585451977327
CONFIRMED,21.76129812,1.243,1300.7,1300.7,2.53,4859.0,0.72,4.612,-1.2310861374135709
FALSE POSITIVE,12.713794177,2.44093,36719.0,36719.0,2.31,2661.0,0.116,5.283,-0.8391551874106161
FALSE POSITIVE,15.801100028,6.37505,37545.0,37545.0,15.61,5383.0,0.789,4.587,0.9010759736522236
CANDIDATE,1500.1406772,25.727,4129.9,4129.9,18.35,5009.0,2.283,3.755,-0.2905962150307912
FALSE POSITIVE,1.739428983,2.4894,5897.4,5897.4,268.65,5415.0,0.742,4.603,1.2013398322180229
FALSE POSITIVE,1.217266418,3.3208,5811.5,5811.5,14.49,6631.0,1.638,4.145,-0.6449941827130201
FALSE POSITIVE,19.563092517,6.9547,12992.0,12992.0,23.76,6208.0,1.831,3.959,-2.273348184935238
FALSE POSITIVE,3.7228551,12.8164,2969.2,2969.2,5.67,5873.0,0.863,4.547,0.9010759736522236
FALSE POSITIVE,48.93786896,6.5868,7240.1,7240.1,24.19,7066.0,1.761,4.094,-0.2198609791186553
FALSE POSITIVE,5.48990788,4.02,598.9,598.9,23.6,5982.0,0.96,4.493,0.5524523109424132
CONFIRMED,161.5278347,3.6734,4653.6,4653.6,8.19,5778.0,1.213,4.285,0.8447765001711367
FALSE POSITIVE,0.73093905,2.8437,451.1,451.1,1.45,4768.0,0.711,4.588,1.0620347247584097
CONFIRMED,11.39102358,2.303,448.6,448.6,1.67,4983.0,0.728,4.617,1.0223363780730264
CONFIRMED,12.33343853,6.221,536.4,536.4,4.12,5896.0,1.24,4.197,0.476664558179412
CONFIRMED,8.01500821,3.0137,363.0,363.0,2.0,5359.0,1.002,4.375,0.5077014474061647
FALSE POSITIVE,0.933749941,6.606,415.3,415.3,12.93,3682.0,0.48,4.786,0.5019271424337461
CONFIRMED,7.053934488,1.7244,511.5,511.5,2.36,5357.0,0.863,4.498,-0.2516196564669613
CONFIRMED,4.29263699,2.7,61.4,61.4,0.68,5357.0,0.863,4.498,-0.2516196564669613
CONFIRMED,7.6746614,1.9374,503.0,503.0,2.8,6063.0,1.001,4.47,0.848385440778898
FALSE POSITIVE,0.445275074,2.276,254.7,254.7,1.21,5346.0,0.725,4.621,0.1749571233705074
CONFIRMED,1.213770423,0.5532,1821.0,1821.0,0.78,3292.0,0.148,5.215,1.194843739124051
CONFIRMED,0.453287416,0.4445,1461.5,1461.5,0.76,3292.0,0.148,5.215,1.194843739124051
FALSE POSITIVE,10.810132734,4.4618,6165.2,6165.2,13.95,6211.0,1.284,4.269,-0.3396778072963542
CONFIRMED,1.865114193,0.4279,1124.8,1124.8,0.66,3292.0,0.148,5.215,1.194843739124051
FALSE POSITIVE,3.273699006,3.07626,6862.8,6862.8,22.36,10816.0,2.493,4.086,-0.7438791553656994
FALSE POSITIVE,7.047103499,3.3208,71318.0,71318.0,51.86,5730.0,1.035,4.417,-0.6522120639285439
FALSE POSITIVE,0.530300102,2.8502,3040.0,3040.0,35.73,6184.0,1.038,4.448,0.8447765001711367
FALSE POSITIVE,1.073917869,2.4305,1926.6,1926.6,33.01,5962.0,0.959,4.479,1.025945318680789
FALSE POSITIVE,4.206096814,10.7381,1298.1,1298.1,32.66,6306.0,1.076,4.426,-0.1325246164108156
FALSE POSITIVE,19.56313723,6.8575,5536.0,5536.0,9.73,5766.0,1.077,4.352,-0.1657268700022257
FALSE POSITIVE,2.227718792,4.9699,1039.0,1039.0,8.88,6038.0,0.922,4.508,0.4225304490629811
FALSE POSITIVE,0.591914504,1.0225,1057.7,1057.7,27.21,5122.0,0.655,4.659,0.9949084294540363
CONFIRMED,36.7704935,4.42,1346.6,1346.6,2.83,5142.0,0.755,4.602,0.960984387741073
CONFIRMED,14.58932429,2.4184,831.3,831.3,2.32,5142.0,0.755,4.602,0.960984387741073
CONFIRMED,0.764017553,1.103,128.2,128.2,0.86,5142.0,0.755,4.602,0.960984387741073
CONFIRMED,59.8780258,4.8027,1419.1,1419.1,2.19,4016.0,0.599,4.658,0.5271897266880791
CANDIDATE,20.51360192,3.4769,1174.1,1174.1,2.58,5310.0,0.704,4.608,0.8238446446461171
CONFIRMED,74.92768653,4.74,4119.2,4119.2,6.39,5618.0,0.897,4.46,-0.0235346100564032
CONFIRMED,150.0189511,4.3823,4319.7,4319.7,32.6,5618.0,0.897,4.46,-0.0235346100564032
CONFIRMED,2.613020421,1.9588,599.7,599.7,1.5,3883.0,0.517,4.725,1.1371006893998588
CONFIRMED,0.927859786,1.4279,515.3,515.3,1.79,4815.0,0.699,4.631,0.2644588504430056
CONFIRMED,205.912735,9.992,2378.8,2378.8,4.68,5644.0,0.969,4.457,0.9140681598401672
CONFIRMED,7.10695741,5.1462,131.0,131.0,1.72,5761.0,1.518,4.091,-0.596634378569009
CANDIDATE,0.783276173,1.6735,264.7,264.7,1.98,5640.0,1.233,4.247,0.5344076079036042
CANDIDATE,3.17405898,2.3156,282.2,282.2,2.09,5640.0,1.233,4.247,0.5344076079036042
CONFIRMED,2.1395563,2.0678,266.1,266.1,1.76,5534.0,1.08,4.338,0.1453638103868587
CONFIRMED,4.807103254,0.9393,450.5,450.5,2.96,5534.0,1.08,4.338,0.1453638103868587
CONFIRMED,21.4054422,11.721,409.3,409.3,11.64,4838.0,4.361,3.299,-1.3169789238783065
CONFIRMED,10.5007712,14.522,183.4,183.4,5.68,4838.0,4.361,3.299,-1.3169789238783065
CONFIRMED,2.633852528,2.0206,259.8,259.8,1.38,5114.0,0.878,4.463,0.6556680123244071
CONFIRMED,6.18670882,2.909,202.6,202.6,1.21,5114.0,0.878,4.463,0.6556680123244071
CONFIRMED,1.796320953,1.9139,210.9,210.9,1.2,5576.0,0.829,4.503,0.9544882946471012
CONFIRMED,3.468073,2.361,243.9,243.9,1.29,5576.0,0.829,4.503,0.9544882946471012
CONFIRMED,5.9142668,2.661,253.2,253.2,1.31,5576.0,0.829,4.503,0.9544882946471012
CONFIRMED,14.00640392,4.6919,716.4,716.4,3.11,5788.0,1.124,4.323,-0.3086409180696015
CONFIRMED,3.546531809,2.2746,442.7,442.7,2.18,5993.0,0.986,4.489,1.2049487728257842
CONFIRMED,5.70070626,1.6408,379.8,379.8,2.03,5993.0,0.986,4.489,1.2049487728257842
CONFIRMED,20.8341497,4.522,803.1,803.1,2.26,5296.0,0.808,4.538,1.220828111499937
CONFIRMED,7.0556584,3.0479,705.6,705.6,2.13,5296.0,0.808,4.538,1.220828111499937
CONFIRMED,10.47548084,2.3024,1070.7,1070.7,2.11,4463.0,0.611,4.677,0.8303407377400877
CONFIRMED,22.92886314,2.0831,908.9,908.9,2.08,4463.0,0.611,4.677,0.8303407377400877
CONFIRMED,77.4740991,4.168,1543.6,1543.6,2.63,4463.0,0.611,4.677,0.8303407377400877
CANDIDATE,345.1589354,7.5646,5087.9,5087.9,7.79,5597.0,0.931,4.515,-0.580755039894856
CONFIRMED,6.88595222,4.148,428.5,428.5,2.68,5616.0,0.999,4.394,0.5430690653622321
CANDIDATE,99.6442783,5.1772,3215.6,3215.6,8.48,6102.0,1.016,4.447,-0.3714364846446602
FALSE POSITIVE,3.125814002,1.7895,238.8,238.8,1.88,6358.0,1.181,4.346,0.1850621570722418
CONFIRMED,5.660669429,4.6483,737.8,737.8,3.24,5746.0,1.173,4.266,-0.5562142437620752
FALSE POSITIVE,10.80487163,2.7215,292.7,292.7,1.71,6092.0,0.998,4.471,0.1720699708842981
CONFIRMED,13.71938426,5.5677,316.4,316.4,1.98,6387.0,1.105,4.41,-0.04663182994608
CONFIRMED,29.2214959,4.014,394.0,394.0,1.81,5576.0,0.829,4.503,0.9544882946471012
CONFIRMED,44.8520997,3.5729,780.8,780.8,3.35,5514.0,1.071,4.345,0.3683963399465516
CONFIRMED,20.34237838,2.3351,564.6,564.6,2.88,5514.0,1.071,4.345,0.3683963399465516
CONFIRMED,118.3786735,9.5574,1083.3,1083.3,3.4,5657.0,1.046,4.364,-0.401029797628309
CONFIRMED,23.58444746,5.5545,429.2,429.2,3.0,5655.0,1.354,4.152,-0.2119213097815794
CONFIRMED,11.97884409,3.751,707.9,707.9,2.11,5296.0,0.808,4.538,1.220828111499937
CONFIRMED,3.71545593,2.558,331.7,331.7,1.46,5296.0,0.808,4.538,1.220828111499937
CONFIRMED,2.58083264,2.1729,270.2,270.2,1.31,5296.0,0.808,4.538,1.220828111499937
FALSE POSITIVE,1.487084251,1.3233,295.7,295.7,1.6,5650.0,0.876,4.551,0.90612849050309
CONFIRMED,19.25404023,4.6509,987.7,987.7,3.04,5798.0,0.941,4.507,0.7964166960271256
CONFIRMED,15.0549356,4.801,256.4,256.4,1.6,5616.0,0.999,4.394,0.5430690653622321
CONFIRMED,2.92721119,2.545,170.2,170.2,1.29,5616.0,0.999,4.394,0.5430690653622321
CONFIRMED,38.2856338,6.512,322.8,322.8,1.77,5616.0,0.999,4.394,0.5430690653622321
CONFIRMED,19.80787763,3.453,616.3,616.3,2.08,5775.0,0.84,4.558,0.9999609463049028
CONFIRMED,2.343230566,2.0424,246.5,246.5,1.18,4798.0,0.782,4.533,0.3734488567974181
CANDIDATE,19.03723442,3.3882,401.3,401.3,5.74,5248.0,2.892,3.523,0.4571762788974964
FALSE POSITIVE,2.73987398,4.15886,20632.0,20632.0,34.83,6520.0,2.26,3.844,-1.8200652446003296
FALSE POSITIVE,5.801880653,4.2608,41924.0,41924.0,19.91,5845.0,0.874,4.541,0.7899206029331538
FALSE POSITIVE,85.34092607,10.6141,51746.0,51746.0,1177.65,6004.0,0.898,4.522,0.7126892739270473
FALSE POSITIVE,0.782045734,1.7945,16185.0,16185.0,45.05,6113.0,0.995,4.463,0.4672813125992309
CANDIDATE,0.576078683,1.63253,10085.0,10085.0,23.23,5693.0,0.816,4.57,0.7018624521037609
CONFIRMED,10.1171684,4.6677,288.7,288.7,3.07,6306.0,1.792,4.077,-0.3122498586773627
CONFIRMED,19.12947603,3.9622,451.2,451.2,4.23,5372.0,1.71,4.007,0.2197079869067572
CONFIRMED,83.5781976,7.2487,630.8,630.8,6.63,6056.0,2.562,3.788,-0.5533270912758659
CONFIRMED,6.1469956,3.3153,249.6,249.6,2.04,6110.0,1.296,4.285,0.3185929595594352
FALSE POSITIVE,0.522457732,0.8907,143.8,143.8,1.52,5991.0,0.954,4.459,-0.6652042501164876
CONFIRMED,54.1558384,4.432,1109.8,1109.8,3.88,5798.0,0.941,4.507,0.7964166960271256
CONFIRMED,3.548465446,4.56904,7251.5,7251.5,14.92,6290.0,1.746,4.074,-0.6464377589561253
CONFIRMED,11.1199028,3.3759,636.3,636.3,2.08,5078.0,0.766,4.581,-0.5258991426568744
CONFIRMED,0.567856484,1.0258,334.8,334.8,1.55,5073.0,0.853,4.483,0.5704970139812235
FALSE POSITIVE,251.0597249,5.1095,7419.8,7419.8,44.2,5714.0,1.086,4.34,0.3106532902223594
FALSE POSITIVE,11.70219638,2.6658,639.7,639.7,16.15,5758.0,0.762,4.596,-0.4948622534301204
CONFIRMED,40.7150498,8.587,563.9,563.9,2.2,5968.0,0.881,4.534,-0.0459100418245267
CONFIRMED,10.44635944,2.749,354.2,354.2,2.18,5968.0,0.881,4.534,-0.0459100418245267
CONFIRMED,2.508553286,2.2664,211.6,211.6,1.28,5814.0,0.881,4.523,0.0046151266841415
CONFIRMED,13.75129636,3.853,348.5,348.5,1.66,5814.0,0.881,4.523,0.0046151266841415
FALSE POSITIVE,0.885747456,4.4788,895.2,895.2,269.98,5487.0,10.396,2.816,-1.1394190459764155
FALSE POSITIVE,3.611541977,8.6068,2972.3,2972.3,28.07,5203.0,0.802,4.504,1.0620347247584097
CONFIRMED,8.041347775,2.6332,591.0,591.0,1.29,3980.0,0.54,4.722,-0.3800979421032894
FALSE POSITIVE,5.082722475,5.9139,1974.1,1974.1,4.4,5780.0,1.0,4.438,-1.0737363269151474
CANDIDATE,78.9257421,7.5193,17972.0,17972.0,11.9,5750.0,0.882,4.538,1.1897912222731843
FALSE POSITIVE,9.991625291,3.8552,3450.5,3450.5,38.93,5874.0,1.096,4.338,-0.1628397175160164
CONFIRMED,8.57504983,8.653,160.6,160.6,4.26,4986.0,3.464,3.462,-0.7381048503932796
CANDIDATE,6.84639884,3.4919,149.7,149.7,1.9,6065.0,1.31,4.251,-0.813892603156282
CONFIRMED,7.64970832,6.625,55.4,55.4,1.43,5855.0,1.613,4.125,-1.6879780183562405
CONFIRMED,10.30401132,4.2246,316.1,316.1,1.84,5657.0,1.046,4.364,-0.401029797628309
FALSE POSITIVE,2.171827838,3.2205,42086.0,42086.0,58.56,5650.0,0.891,4.513,0.9494357777962346
CONFIRMED,3.016182013,2.8349,222.5,222.5,2.25,5611.0,1.4,4.144,0.4427405164664487
CONFIRMED,6.8833761,2.2702,458.4,458.4,1.69,5679.0,0.794,4.581,0.4809952869087253
FALSE POSITIVE,0.833980196,1.756,261.2,261.2,1.45,5747.0,0.871,4.53,0.2832253416033679
FALSE POSITIVE,1.926353494,2.5305,185.1,185.1,1.33,6063.0,0.899,4.481,0.2550756048628245
FALSE POSITIVE,0.890737359,1.9257,195.8,195.8,20.57,5687.0,1.169,4.293,0.2594063335921391
CONFIRMED,5.41908491,2.3379,231.0,231.0,1.38,5814.0,0.881,4.523,0.0046151266841415
CONFIRMED,7.01733571,3.567,255.5,255.5,1.61,6052.0,0.967,4.456,0.7328993413305136
CONFIRMED,6.91134223,5.6743,201.7,201.7,1.9,5685.0,1.35,4.194,-0.1505693194496259
CONFIRMED,394.6249514,24.108,2013.3,2013.3,7.79,5910.0,1.727,4.03,-1.0217675821633738
CONFIRMED,7.19304935,3.407,255.3,255.3,1.59,6185.0,0.991,4.472,0.8563251101159751
CONFIRMED,86.64764448,4.2326,7311.6,7311.6,9.4,5522.0,1.12,4.323,0.2788946128740533
CONFIRMED,36.33750453,7.06,2828.4,2828.4,5.3,5717.0,0.884,4.538,1.0887408852558478
CONFIRMED,14.64613058,5.688,593.5,593.5,2.22,5717.0,0.884,4.538,1.0887408852558478
CONFIRMED,148.272013,4.192,1707.4,1707.4,4.3,5717.0,0.884,4.538,1.0887408852558478
FALSE POSITIVE,1.506507172,4.5346,880.9,880.9,13.4,3755.0,0.473,4.774,0.9573754471333104
FALSE POSITIVE,1.634614356,3.4422,19762.0,19762.0,44.22,6121.0,0.97,4.468,0.7545529849770864
FALSE POSITIVE,16.025018977,3.8828,29090.0,29090.0,1069.01,5776.0,0.789,4.582,0.880144118127204
CONFIRMED,10.50682978,3.7769,13356.0,13356.0,9.01,5127.0,0.782,4.589,1.2164973827706225
FALSE POSITIVE,0.711966971,2.0221,6227.5,6227.5,33.34,5486.0,0.83,4.47,0.8693172963039175
FALSE POSITIVE,17.72724392,4.1073,16878.0,16878.0,14.77,6181.0,1.006,4.464,0.5834892001691673
CONFIRMED,321.2124365,4.012,2358.6,2358.6,7.25,6018.0,1.286,4.257,-0.401029797628309
FALSE POSITIVE,7.13895376,4.568,254.2,254.2,49.96,7131.0,2.145,3.913,-0.1931548186212171
FALSE POSITIVE,4.4645454,2.8823,194.3,194.3,3.07,6093.0,1.985,3.91,-0.5446656338172368
CONFIRMED,11.29689442,4.623,198.5,198.5,1.74,6096.0,1.176,4.358,0.3777795855267327
FALSE POSITIVE,19.30112039,6.0752,232.3,232.3,1.66,5687.0,0.943,4.408,-0.4789829147559674
FALSE POSITIVE,1.20320092,1.9197,2807.1,2807.1,49.25,6218.0,1.349,4.198,-2.0864050614531657
CONFIRMED,5.968724048,3.651,510.6,510.6,3.26,6122.0,1.439,4.173,-0.3952554926558891
FALSE POSITIVE,10.980246199,3.74464,50078.0,50078.0,21.94,5952.0,0.897,4.462,-0.0379703724874509
CONFIRMED,2.144632238,6.2701,19837.0,19837.0,59.19,6296.0,1.305,4.24,-0.5663192774638083
FALSE POSITIVE,27.32204488,5.6716,77474.0,77474.0,21.58,5620.0,0.772,4.592,-0.514350532712036
FALSE POSITIVE,1.152216965,2.2245,12072.0,12072.0,187.73,5560.0,15.113,2.619,-0.4580510592309478
FALSE POSITIVE,5.2972293,3.799,1210.5,1210.5,47.7,4631.0,14.296,2.386,-0.2992576724894203
CONFIRMED,133.460999,11.4997,5032.9,5032.9,11.21,5588.0,1.593,4.047,0.6174132418821292
CONFIRMED,5.188563677,2.3683,358.7,358.7,1.0,3980.0,0.54,4.722,-0.3800979421032894
CONFIRMED,15.19423359,3.106,367.8,367.8,3.69,5588.0,1.593,4.047,0.6174132418821292
FALSE POSITIVE,14.17098745,3.4804,3070.8,3070.8,4.19,5107.0,0.777,4.565,0.8043563653642015
FALSE POSITIVE,31.9734169,13.262,1414.4,1414.4,24.1,4931.0,0.774,4.595,0.9111810073539568
CONFIRMED,3.990105908,2.4108,6154.9,6154.9,7.45,5926.0,0.913,4.519,0.9436614728238149
FALSE POSITIVE,0.52205862,2.0847,1381.3,1381.3,27.16,5359.0,0.878,4.478,0.9898559126031684
CONFIRMED,10.035381809,3.4062,2829.7,2829.7,4.42,5813.0,0.833,4.561,0.57554953083209
FALSE POSITIVE,53.100942624,2.2868,19981.0,19981.0,24.02,5465.0,0.973,4.396,-0.9799038711133348
FALSE POSITIVE,5.80181368,4.119,269.6,269.6,4.52,6020.0,2.097,3.86,-0.3699929084015549
FALSE POSITIVE,15.6402515,6.222,800.3,800.3,18.11,5346.0,0.826,4.491,1.1861822816654215
FALSE POSITIVE,0.691666384,1.9603,35.6,35.6,0.58,5687.0,0.943,4.408,-0.4789829147559674
CONFIRMED,5.62154315,2.4143,172.3,172.3,1.37,5637.0,0.96,4.439,-0.4169091363024619
FALSE POSITIVE,1.074106954,1.9797,64.5,64.5,0.52,4699.0,0.676,4.637,-1.8164563039925683
FALSE POSITIVE,5.117401517,4.3056,62929.0,62929.0,28.41,6161.0,1.053,4.454,1.082244792161876
FALSE POSITIVE,4.20233673,3.6973,45982.0,45982.0,23.53,6185.0,1.094,4.396,1.00212631066956
CONFIRMED,8.50698069,2.938,295.5,295.5,1.9,5822.0,0.986,4.428,0.6282400637054157
FALSE POSITIVE,15.60865244,6.26,311.4,311.4,6.17,8014.0,2.43,3.94,-0.6413852421052588
CONFIRMED,0.669310092,1.6274,131.8,131.8,1.13,5475.0,1.003,4.426,-1.258514086032561
FALSE POSITIVE,4.494498254,1.9742,248.2,248.2,62.11,5117.0,3.403,3.578,-1.0672402338211755
CONFIRMED,44.9306706,6.539,438.4,438.4,2.49,6121.0,1.164,4.397,-0.2278006484557324
CONFIRMED,14.13175309,4.0136,1033.0,1033.0,3.02,5616.0,0.822,4.564,1.080801215918772
FALSE POSITIVE,1.061934816,3.2551,437.2,437.2,25.72,5730.0,0.87,4.545,0.57554953083209
CONFIRMED,11.41926141,3.9908,915.6,915.6,1.48,3823.0,0.492,4.765,0.7574401374632957
FALSE POSITIVE,5.93821065,2.5128,522.5,522.5,61.63,6123.0,0.85,4.545,0.114326921160106
CANDIDATE,268.9410974,5.4434,9010.2,9010.2,13.57,5798.0,1.306,4.224,0.396546076687095
FALSE POSITIVE,0.655001616,1.8136,271.2,271.2,31.77,6426.0,2.089,3.965,-0.6449941827130201
CANDIDATE,80.9669561,2.5276,4733.0,4733.0,5.04,5611.0,0.737,4.61,1.0151184968575029
CONFIRMED,33.1996355,5.022,1112.5,1112.5,2.85,5102.0,0.88,4.463,0.5524523109424132
FALSE POSITIVE,8.65306587,4.486,1048.1,1048.1,19.78,4641.0,0.694,4.589,1.0382157167471795
CANDIDATE,6.80082032,1.9883,699.9,699.9,1.88,4805.0,0.688,4.633,0.7025842402253129
CONFIRMED,19.30581662,4.2902,709.1,709.1,4.0,5661.0,1.522,4.09,0.6397886736502542
FALSE POSITIVE,3.221785738,3.3411,46379.0,46379.0,25.03,6250.0,1.041,4.411,0.242805206796434
FALSE POSITIVE,0.6243875,1.92102,36855.0,36855.0,29.45,5211.0,0.618,4.644,0.8823094824918613
FALSE POSITIVE,18.610092584,4.98308,50834.0,50834.0,55.23,6077.0,0.891,4.526,1.1371006893998588
CONFIRMED,13.22175358,2.7884,876.5,876.5,2.38,5211.0,0.799,4.556,-0.2357403177928083
FALSE POSITIVE,1.137525054,2.68228,18006.0,18006.0,42.74,5912.0,0.937,4.467,0.8570468982375271
FALSE POSITIVE,23.799939273,5.02319,60186.0,60186.0,51.74,5934.0,0.957,4.473,0.2918867990619971
CONFIRMED,7.16893064,4.6766,112.8,112.8,1.61,6221.0,1.458,4.198,-1.403593498464594
CANDIDATE,54.325574,9.86,44.2,44.2,0.76,6343.0,1.137,4.411,-1.403593498464594
FALSE POSITIVE,1.22775877,2.7545,46148.0,46148.0,48.79,6207.0,1.044,4.412,-0.77996856144332
FALSE POSITIVE,40.24649897,6.0203,159410.0,159410.0,97.54,6594.0,1.691,4.051,-0.84637306862614
FALSE POSITIVE,2.27999662,5.7777,12831.0,12831.0,20.74,6594.0,1.691,4.051,-0.84637306862614
FALSE POSITIVE,2.48658617,2.7189,42122.0,42122.0,24.39,5892.0,1.198,4.35,0.832506102104745
CONFIRMED,5.729317577,1.1816,865.4,865.4,2.41,5320.0,0.786,4.589,0.3929371360793324
CONFIRMED,11.776132317,2.8971,1430.8,1430.8,2.08,3980.0,0.54,4.722,-0.3800979421032894
CONFIRMED,11.60908533,2.2603,489.3,489.3,1.71,5320.0,0.786,4.589,0.3929371360793324
CANDIDATE,162.0479502,9.8974,4840.5,4840.5,11.52,6309.0,1.567,4.16,-0.4566074829878438
FALSE POSITIVE,0.530967162,3.3659,244.9,244.9,23.72,6449.0,1.193,4.316,-0.4898097365792538
CONFIRMED,40.05881661,5.595,1239.4,1239.4,3.43,5668.0,0.868,4.545,0.4311919065216103
CONFIRMED,6.09747233,3.431,217.6,217.6,2.22,5661.0,1.522,4.09,0.6397886736502542
CONFIRMED,56.637918,6.172,589.7,589.7,3.68,5661.0,1.522,4.09,0.6397886736502542
FALSE POSITIVE,2.243016513,2.721,299.6,299.6,1.37,5462.0,0.732,4.614,-0.2054252166876075
FALSE POSITIVE,8.6531216,4.39,654.8,654.8,22.58,5421.0,0.852,4.564,0.8584904744806323
CONFIRMED,8.99088621,4.2447,469.7,469.7,2.78,5881.0,1.171,4.315,-0.601686895419877
FALSE POSITIVE,34.064566412,9.6114,28450.0,28450.0,15.57,6161.0,0.892,4.517,0.8505508051435552
FALSE POSITIVE,4.350087749,2.6428,23593.0,23593.0,24.77,6060.0,0.953,4.495,0.4261393896707437
FALSE POSITIVE,1.744101106,1.5497,9681.4,9681.4,7.21,4368.0,0.703,4.593,1.0374939286256275
FALSE POSITIVE,7.981187121,1.8071,7609.5,7609.5,18.75,6217.0,0.989,4.472,0.0688542695023042
FALSE POSITIVE,4.118775582,3.76,2647.7,2647.7,4.48,5944.0,0.802,4.579,1.106063800173106
CANDIDATE,1.694740233,1.6864,1446.8,1446.8,2.12,3764.0,0.527,4.739,1.1111163170239726
FALSE POSITIVE,0.971933156,1.9265,4786.0,4786.0,50.75,5592.0,0.931,4.445,0.7393954344244854
FALSE POSITIVE,121.5991278,15.1596,10537.0,10537.0,379.63,6036.0,0.847,4.551,0.2420834186748807
CANDIDATE,15.068060768,3.3011,19387.0,19387.0,16.43,5982.0,0.96,4.493,1.2164973827706225
CONFIRMED,7.886632468,5.2147,6331.2,6331.2,8.99,5847.0,1.135,4.304,0.5409037009975748
CONFIRMED,8.027681123,3.0942,8725.4,8725.4,8.43,5569.0,0.887,4.546,0.9422178965807106
CONFIRMED,704.962626,18.003,2319.1,2319.1,4.53,5305.0,0.818,4.489,-0.6572645807794117
CONFIRMED,50.28635977,6.3212,1119.3,1119.3,3.88,5900.0,1.167,4.309,-0.4277359581257471
CONFIRMED,22.79020351,5.0394,617.9,617.9,2.57,5478.0,1.053,4.354,0.3619002468525797
CONFIRMED,13.26079792,3.912,199.4,199.4,1.47,5478.0,1.053,4.354,0.3619002468525797
FALSE POSITIVE,1.061932545,2.1429,133.6,133.6,2.29,6134.0,1.851,3.975,-0.9467016175219246
CONFIRMED,127.8334997,10.914,1829.9,1829.9,9.46,6505.0,2.17,3.973,-0.2140866741462367
CONFIRMED,10.21864532,3.802,445.3,445.3,2.33,6100.0,1.083,4.376,0.4008768054164096
CONFIRMED,15.573637,5.326,468.1,468.1,2.94,6100.0,1.083,4.376,0.4008768054164096
CONFIRMED,40.1015561,5.246,550.0,550.0,2.92,6100.0,1.083,4.376,0.4008768054164096
CONFIRMED,4.45814897,2.867,188.1,188.1,1.61,6100.0,1.083,4.376,0.4008768054164096
FALSE POSITIVE,5.663621501,1.2968,1225.0,1225.0,2.47,4917.0,0.723,4.601,0.8512725932651085
